iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,392.197452,2418.152583,760.864744,392.197452,L20 -> L21 -> L27 -> L5 -> L26 -> L15 -> L7 -> L18 -> L22 -> L29 -> L32 -> L28 -> L30 -> L4 -> L1 -> L25 -> L3 -> L2 -> L24 -> L16 -> L17 -> L11 -> L31 -> L23 -> L13 -> L12 -> L6 -> L8 -> L9 -> L10 -> L19 -> L14
2,319.257470,845.122264,588.167045,319.257470,L20 -> L21 -> L5 -> L27 -> L26 -> L15 -> L7 -> L18 -> L17 -> L16 -> L14 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L2 -> L29 -> L32 -> L25 -> L22 -> L31 -> L11 -> L19 -> L13 -> L9 -> L6 -> L12 -> L8 -> L23 -> L10
3,343.511391,874.468693,664.969487,319.257470,L20 -> L27 -> L5 -> L21 -> L15 -> L7 -> L18 -> L29 -> L32 -> L28 -> L2 -> L24 -> L3 -> L30 -> L1 -> L4 -> L25 -> L22 -> L14 -> L17 -> L16 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10 -> L31 -> L11 -> L19 -> L26
4,401.580146,3210.054450,813.637772,319.257470,L31 -> L23 -> L11 -> L19 -> L16 -> L17 -> L18 -> L5 -> L27 -> L20 -> L21 -> L15 -> L26 -> L7 -> L29 -> L32 -> L3 -> L30 -> L1 -> L4 -> L28 -> L2 -> L24 -> L25 -> L14 -> L22 -> L6 -> L8 -> L12 -> L9 -> L13 -> L10
5,289.000138,934.490882,688.604399,289.000138,L10 -> L23 -> L13 -> L9 -> L6 -> L12 -> L8 -> L31 -> L11 -> L19 -> L14 -> L32 -> L2 -> L28 -> L3 -> L30 -> L1 -> L4 -> L25 -> L22 -> L24 -> L29 -> L16 -> L18 -> L17 -> L7 -> L26 -> L15 -> L21 -> L5 -> L20 -> L27
6,307.101774,883.827311,643.304646,289.000138,L10 -> L6 -> L8 -> L9 -> L12 -> L13 -> L31 -> L23 -> L11 -> L19 -> L16 -> L18 -> L17 -> L14 -> L22 -> L29 -> L32 -> L2 -> L28 -> L3 -> L30 -> L1 -> L4 -> L25 -> L24 -> L7 -> L26 -> L15 -> L20 -> L21 -> L27 -> L5
7,355.615447,879.888638,615.106401,289.000138,L27 -> L5 -> L21 -> L15 -> L26 -> L7 -> L18 -> L17 -> L16 -> L14 -> L22 -> L24 -> L28 -> L2 -> L3 -> L4 -> L30 -> L1 -> L25 -> L29 -> L32 -> L9 -> L6 -> L8 -> L12 -> L13 -> L31 -> L11 -> L19 -> L23 -> L10 -> L20
8,325.631918,919.347855,666.034533,289.000138,L20 -> L27 -> L5 -> L21 -> L15 -> L26 -> L7 -> L19 -> L31 -> L11 -> L16 -> L17 -> L18 -> L14 -> L22 -> L24 -> L2 -> L28 -> L3 -> L30 -> L1 -> L4 -> L25 -> L29 -> L32 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10
9,370.809829,1023.826806,638.045517,289.000138,L27 -> L21 -> L5 -> L26 -> L15 -> L7 -> L18 -> L16 -> L17 -> L14 -> L22 -> L28 -> L24 -> L3 -> L30 -> L1 -> L4 -> L25 -> L32 -> L2 -> L29 -> L31 -> L11 -> L19 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10 -> L20
10,286.030727,944.975218,597.229458,286.030727,L20 -> L21 -> L27 -> L5 -> L26 -> L15 -> L7 -> L18 -> L17 -> L25 -> L3 -> L4 -> L30 -> L1 -> L28 -> L24 -> L2 -> L22 -> L29 -> L32 -> L14 -> L16 -> L31 -> L11 -> L19 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10
11,346.998749,833.027265,609.573795,286.030727,L20 -> L5 -> L21 -> L27 -> L26 -> L15 -> L7 -> L17 -> L18 -> L2 -> L24 -> L28 -> L3 -> L30 -> L4 -> L1 -> L25 -> L22 -> L29 -> L32 -> L14 -> L16 -> L31 -> L11 -> L19 -> L23 -> L8 -> L12 -> L9 -> L6 -> L13 -> L10
