iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,1.112839,19.133614,8.206332,1.112839,L6 -> L1 -> L2 -> L3 -> L4 -> L5
2,0.245803,11.369109,6.043417,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
3,0.245803,19.133614,6.044673,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
4,0.245803,10.863447,5.476958,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
5,0.245803,9.412104,5.726905,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
6,0.245803,9.555015,5.596389,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
7,0.245803,9.337279,5.483781,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
8,0.245803,10.390987,5.530013,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
9,0.245803,19.133614,6.169746,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
10,0.245803,14.147984,6.031715,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
11,2.455624,15.185554,7.338258,0.245803,L3 -> L1 -> L2 -> L4 -> L5 -> L6
12,0.245803,10.390987,5.832559,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
13,0.245803,11.369109,5.709216,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
14,0.245803,9.555605,6.644446,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
15,4.524523,11.754579,6.655189,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
16,0.245803,10.121357,5.852671,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
17,0.245803,10.233874,6.158227,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
18,0.245803,11.942095,7.048274,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
19,0.245803,16.607917,7.011332,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
20,0.245803,9.554817,5.255728,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
21,0.245803,21.005405,6.103529,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
22,0.245803,11.607305,6.540748,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
23,0.245803,13.101390,6.104447,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
24,0.245803,10.863715,5.998766,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
25,4.524523,14.495414,6.794822,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
26,0.245803,9.412104,5.922577,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
27,0.245803,9.412104,5.887900,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
28,0.245803,11.754579,5.758313,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
29,0.245803,9.555015,5.241810,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
30,0.245803,11.026466,5.975151,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
31,3.093558,10.120838,6.803204,0.245803,L1 -> L2 -> L3 -> L4 -> L6 -> L5
32,0.245803,11.941494,7.439292,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
33,0.245803,15.039661,6.372752,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
34,2.455624,12.123254,7.796083,0.245803,L3 -> L1 -> L2 -> L4 -> L5 -> L6
35,0.245803,11.754579,6.517649,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
36,2.264149,11.754579,6.805264,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
37,4.524523,21.913280,8.510984,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
38,2.264149,10.120838,6.835691,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
39,0.245803,19.131030,6.983159,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
40,1.112839,9.889868,6.913063,0.245803,L6 -> L1 -> L2 -> L3 -> L4 -> L5
41,0.245803,10.121357,5.126502,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
42,0.245803,15.393047,7.224273,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
43,0.245803,10.879616,6.142609,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
44,0.245803,10.863447,5.184527,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
45,0.245803,11.607305,6.552638,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
46,0.245803,11.607305,6.361318,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
47,0.245803,15.403048,6.666287,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
48,2.264149,13.537599,6.960131,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
49,0.245803,9.555015,6.761069,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
50,0.245803,9.554817,5.669353,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
51,0.245803,12.607712,5.547545,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
52,0.245803,10.390987,5.984634,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
