iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,0.245803,16.607917,6.545046,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
2,0.245803,19.133614,7.249003,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
3,0.245803,19.133614,6.646142,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
4,0.245803,21.152300,6.514381,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
5,0.245803,9.412694,5.098517,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
6,0.245803,12.607398,6.136348,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
7,0.245803,21.422180,6.605076,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
8,0.245803,13.042719,6.869610,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
9,2.264149,13.101390,6.871387,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
10,0.245803,10.390987,5.969741,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
11,4.524523,15.185355,7.845218,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
12,2.264149,9.189839,5.846487,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
13,0.245803,9.914592,6.564478,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
14,0.245803,12.708146,5.848326,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
15,2.543604,9.412892,6.451320,0.245803,L1 -> L3 -> L2 -> L4 -> L5 -> L6
16,0.245803,11.369109,6.181721,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
17,0.245803,9.914592,6.046246,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
18,0.245803,14.768192,7.290129,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
19,4.524523,20.171974,7.841814,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
20,2.455624,15.393047,7.514454,0.245803,L3 -> L1 -> L2 -> L4 -> L5 -> L6
21,0.245803,11.856627,6.644248,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
22,4.524523,21.152300,8.302026,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
23,0.245803,11.369109,7.212161,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
24,4.524999,9.554817,6.760747,0.245803,L5 -> L6 -> L1 -> L2 -> L3 -> L4
25,0.245803,9.412302,5.874625,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
26,4.524999,10.121357,7.595498,0.245803,L5 -> L6 -> L1 -> L2 -> L3 -> L4
27,2.455624,15.451014,6.235452,0.245803,L3 -> L1 -> L2 -> L4 -> L5 -> L6
28,4.524523,15.953072,7.888294,0.245803,L6 -> L5 -> L1 -> L2 -> L3 -> L4
29,0.245803,14.768192,7.408534,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
30,2.264149,11.371231,6.170162,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
31,0.245803,18.330592,5.813146,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
32,0.245803,9.554817,5.571501,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
33,2.264149,9.914592,6.209092,0.245803,L1 -> L2 -> L4 -> L3 -> L5 -> L6
34,0.245803,9.555407,6.090996,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
35,1.112839,10.120838,6.546032,0.245803,L6 -> L1 -> L2 -> L3 -> L4 -> L5
36,0.245803,11.369109,7.584356,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
37,0.245803,9.412694,6.196193,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
38,0.245803,9.412104,6.068219,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
39,3.093558,9.890458,6.124128,0.245803,L1 -> L2 -> L3 -> L4 -> L6 -> L5
40,0.245803,10.390987,6.934921,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
41,1.112839,10.390987,5.708289,0.245803,L6 -> L1 -> L2 -> L3 -> L4 -> L5
42,0.245803,15.185554,7.622438,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
43,0.245803,19.947300,7.431163,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
44,0.245803,9.555605,5.884335,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
45,2.455624,11.856627,7.270687,0.245803,L3 -> L1 -> L2 -> L4 -> L5 -> L6
46,0.245803,19.133614,7.720131,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
47,4.524999,21.152300,8.230386,0.245803,L5 -> L6 -> L1 -> L2 -> L3 -> L4
48,0.245803,11.369109,6.475746,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
49,0.245803,15.039463,8.301284,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
50,0.245803,11.647253,6.624879,0.245803,L1 -> L2 -> L3 -> L4 -> L5 -> L6
51,3.093558,11.942095,7.253718,0.245803,L1 -> L2 -> L3 -> L4 -> L6 -> L5
