run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,303.396290,9.5156,378.7200,56.6242,0.0000,12.4304,55.8062,55.8,40,0,1107.05,D -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> 8 -> L15 -> L16 -> L17 -> 31 -> L5 -> CS5 -> L30 -> L38 -> L7 -> 4 -> 26 -> L39 -> CS15 -> L19 -> 29 -> L40 -> 29 -> L19 -> L39 -> L28 -> CS13 -> CS27 -> 24 -> L34 -> CS9 -> L3 -> CS9 -> L25 -> CS17 -> L35 -> CS12 -> CS29 -> L12 -> CS10 -> L10 -> CS14 -> L2 -> L14 -> L31 -> 3 -> L29 -> L33 -> L29 -> CS28 -> L6 -> L13 -> L9 -> 37 -> 9 -> CS19 -> L1 -> CS23 -> L32 -> 19 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> 27 -> 1 -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> D
2,276.797285,9.2273,367.5100,56.3731,0.0000,13.6884,57.3153,57.3,40,0,1264.37,D -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> 8 -> L15 -> L16 -> L17 -> 31 -> L5 -> CS5 -> L30 -> L38 -> L7 -> 4 -> 26 -> L39 -> L28 -> CS13 -> CS27 -> CS17 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> CS13 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> CS29 -> L12 -> CS10 -> L10 -> 16 -> L33 -> L29 -> 3 -> L31 -> L14 -> L2 -> CS28 -> L6 -> L13 -> L9 -> 37 -> 9 -> CS19 -> L1 -> CS23 -> L32 -> L23 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> 27 -> 1 -> D
3,268.785393,9.1168,375.4900,62.0596,0.0000,21.0188,58.9592,59.0,40,0,2387.81,D -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> 8 -> L15 -> L16 -> L17 -> 31 -> L5 -> CS5 -> L30 -> L38 -> L7 -> CS1 -> CS22 -> L36 -> 21 -> L18 -> 2 -> 1 -> 27 -> CS2 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> CS23 -> L1 -> 38 -> CS6 -> 14 -> L6 -> L13 -> L9 -> CS16 -> 39 -> L31 -> L14 -> L2 -> CS28 -> L29 -> L33 -> 16 -> L10 -> L12 -> CS12 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> CS13 -> CS27 -> CS17 -> L25 -> 24 -> L3 -> L34 -> CS6 -> 38 -> CS23 -> L32 -> 19 -> CS2 -> 27 -> 1 -> D
4,296.984181,8.9947,362.6600,55.5101,0.0000,15.4700,59.9599,60.0,40,0,1642.20,D -> 1 -> 27 -> CS2 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> CS23 -> L1 -> CS19 -> 9 -> 37 -> L9 -> L13 -> L6 -> CS28 -> L14 -> L2 -> L14 -> L31 -> 3 -> L29 -> L33 -> 16 -> L10 -> L12 -> CS29 -> CS17 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> L39 -> 26 -> CS5 -> L5 -> CS5 -> L30 -> L38 -> L7 -> CS1 -> 18 -> L15 -> L16 -> L17 -> L16 -> 8 -> L37 -> L24 -> L21 -> CS7 -> L11 -> 1 -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> D
5,292.237220,9.4300,376.3800,56.2861,0.0000,12.0394,55.7533,55.8,40,0,1421.72,D -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> 8 -> L15 -> L16 -> L17 -> 31 -> L5 -> CS5 -> L30 -> L38 -> L7 -> L30 -> CS5 -> 26 -> L39 -> CS15 -> L19 -> 29 -> L40 -> 29 -> L19 -> L39 -> L28 -> CS13 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> CS12 -> CS29 -> L12 -> CS10 -> L10 -> 16 -> L33 -> L29 -> 3 -> L2 -> 3 -> L31 -> L14 -> CS28 -> L6 -> L13 -> L9 -> 37 -> 9 -> CS19 -> L1 -> CS23 -> L32 -> L23 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> 27 -> 1 -> D
6,288.813314,9.0547,366.1100,55.2482,0.0000,13.6374,58.3892,58.4,40,0,2248.81,D -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> 1 -> 27 -> CS2 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> CS23 -> L1 -> CS19 -> 9 -> 37 -> L9 -> L13 -> L6 -> CS28 -> L14 -> L2 -> 3 -> L31 -> 3 -> L29 -> L33 -> 16 -> L10 -> L12 -> CS29 -> CS17 -> L25 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> L39 -> 26 -> CS5 -> L5 -> CS5 -> L30 -> L38 -> L7 -> L38 -> 18 -> L15 -> L16 -> L17 -> L16 -> 8 -> L37 -> L24 -> L21 -> CS7 -> L11 -> 1 -> D
7,286.097122,9.3245,373.0300,55.6928,0.0000,11.7096,56.0168,56.0,40,0,1517.15,D -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> 8 -> L16 -> L17 -> L16 -> L15 -> 18 -> L38 -> L7 -> L30 -> CS5 -> L5 -> CS5 -> 26 -> L39 -> CS15 -> L19 -> 29 -> L40 -> 29 -> L19 -> L39 -> L28 -> CS13 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> CS12 -> CS29 -> L12 -> CS10 -> L10 -> 16 -> L33 -> L29 -> 3 -> L31 -> L14 -> L2 -> CS28 -> L6 -> L13 -> L9 -> 37 -> 9 -> CS19 -> L1 -> CS23 -> L32 -> 19 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> 27 -> 1 -> D
8,275.367524,8.7441,355.9800,57.3531,0.0000,18.7544,61.4013,61.4,40,0,1109.99,D -> 1 -> 27 -> CS2 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> CS23 -> L1 -> 38 -> CS6 -> 14 -> L6 -> L13 -> L9 -> CS16 -> 39 -> L31 -> 3 -> L2 -> L14 -> CS28 -> L29 -> L33 -> 16 -> L10 -> L12 -> CS29 -> CS17 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> L39 -> 26 -> CS5 -> L30 -> L38 -> L7 -> 4 -> L5 -> 31 -> L17 -> L16 -> L15 -> 8 -> L24 -> L37 -> L21 -> CS7 -> L11 -> 1 -> 2 -> L18 -> 21 -> L36 -> 21 -> L18 -> 2 -> D
9,283.812404,8.9705,364.3000,55.4773,0.0000,15.0348,59.5575,59.6,40,0,1917.96,D -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> CS7 -> L11 -> 1 -> 27 -> CS2 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> CS23 -> L1 -> CS19 -> 9 -> 37 -> L9 -> L13 -> L6 -> CS28 -> L14 -> L31 -> 3 -> L2 -> CS28 -> L29 -> L33 -> L29 -> L33 -> 16 -> L10 -> L12 -> CS29 -> CS17 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> L39 -> 26 -> CS5 -> L30 -> CS5 -> L5 -> 31 -> L17 -> L16 -> L15 -> 18 -> L38 -> L7 -> CS1 -> CS22 -> L36 -> 21 -> L18 -> 2 -> D
10,281.638655,8.9756,368.9200,59.7825,0.0000,20.6958,60.9133,60.9,40,0,1448.80,D -> 1 -> L11 -> CS7 -> L21 -> L24 -> L37 -> 8 -> L15 -> L16 -> L17 -> L16 -> 8 -> L37 -> CS7 -> L11 -> 1 -> 27 -> CS2 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> CS23 -> L1 -> 38 -> CS6 -> 14 -> L6 -> L13 -> L9 -> CS16 -> 39 -> L31 -> L14 -> L2 -> CS28 -> L29 -> L33 -> 16 -> L10 -> L12 -> CS29 -> CS17 -> CS27 -> 24 -> L3 -> L34 -> CS9 -> L25 -> CS17 -> L35 -> L40 -> 29 -> L19 -> L39 -> L28 -> L39 -> 26 -> CS5 -> L5 -> CS5 -> L30 -> L38 -> L7 -> CS1 -> CS22 -> L36 -> 21 -> L18 -> 2 -> D
