run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,256.533870,9.1471,359.5400,54.3674,0.0000,15.2864,60.9190,60.9,32,0,1464.66,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L5 -> L21 -> L27 -> CS2 -> 21 -> 10 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L18 -> L17 -> 28 -> L14 -> 14 -> L29 -> L32 -> 6 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L16 -> 20 -> CS15 -> L11 -> L19 -> CS15 -> L11 -> 31 -> 7 -> 30 -> L13 -> L9 -> 19 -> L12 -> 19 -> L6 -> L8 -> CS16 -> 30 -> 7 -> 31 -> 8 -> L31 -> L23 -> CS12 -> L10 -> 1 -> D
2,265.582576,9.2753,367.3900,56.3369,0.0000,17.4182,61.0813,61.1,32,0,868.37,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L5 -> L27 -> CS2 -> 21 -> 10 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L18 -> L17 -> 28 -> L14 -> CS11 -> L22 -> L29 -> L32 -> 6 -> L28 -> L2 -> L24 -> 11 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> L29 -> 14 -> 28 -> L16 -> 20 -> CS15 -> L11 -> L19 -> CS15 -> L11 -> 31 -> 7 -> 30 -> L13 -> L9 -> 19 -> L12 -> 19 -> L6 -> L8 -> CS16 -> 30 -> 7 -> 31 -> 8 -> L31 -> L23 -> CS12 -> L10 -> 1 -> D
3,272.468434,9.3921,370.9200,56.6249,0.0000,16.9728,60.3479,60.3,32,0,817.73,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L27 -> L5 -> L21 -> CS5 -> 13 -> CS3 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L18 -> L17 -> 28 -> L16 -> 28 -> 14 -> L29 -> L32 -> 6 -> L28 -> L2 -> L24 -> 11 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L17 -> CS13 -> L7 -> 18 -> L19 -> CS15 -> L11 -> L31 -> L23 -> 31 -> 7 -> 30 -> L13 -> L9 -> 19 -> L12 -> 19 -> L6 -> L8 -> CS16 -> 30 -> 7 -> 31 -> 8 -> CS12 -> L10 -> 1 -> D
4,246.248655,8.9299,351.5700,53.0813,0.0000,15.0926,62.0113,62.0,32,0,873.73,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L5 -> L27 -> CS2 -> 21 -> 10 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L18 -> L17 -> 28 -> 14 -> L29 -> L32 -> 6 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L16 -> 20 -> CS15 -> L11 -> L19 -> CS15 -> L31 -> L23 -> 31 -> 7 -> 30 -> L13 -> L9 -> 19 -> L12 -> 19 -> L6 -> L8 -> CS16 -> 30 -> 7 -> 31 -> 8 -> CS12 -> L10 -> 1 -> D
5,268.926056,9.3754,365.9800,54.7581,0.0000,14.2052,59.4471,59.4,32,0,891.75,D -> 1 -> L10 -> CS12 -> L23 -> 31 -> 7 -> 30 -> L13 -> 19 -> L6 -> L12 -> 19 -> L8 -> 19 -> L9 -> L13 -> 30 -> 7 -> 31 -> 8 -> L31 -> L11 -> L19 -> CS15 -> 20 -> L16 -> 28 -> 14 -> L29 -> L32 -> 6 -> L28 -> L2 -> L24 -> 11 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L17 -> L18 -> CS13 -> L7 -> 10 -> L26 -> L15 -> L26 -> CS9 -> L5 -> L21 -> 27 -> L20 -> 27 -> L21 -> L27 -> CS2 -> 2 -> D
6,245.205816,9.0435,352.4000,54.2555,0.0000,17.3604,63.1049,63.1,32,0,965.56,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L27 -> L5 -> CS9 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L17 -> 28 -> L14 -> 14 -> L29 -> L32 -> 6 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L16 -> L18 -> CS13 -> L7 -> 18 -> L19 -> CS15 -> L11 -> L31 -> L23 -> 31 -> 7 -> 30 -> L13 -> L9 -> 19 -> L12 -> 19 -> L6 -> L8 -> CS16 -> 30 -> 7 -> 31 -> 8 -> CS12 -> L10 -> 1 -> D
7,245.273105,8.8925,350.4300,54.0631,0.0000,17.5168,63.4537,63.5,32,0,1332.92,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L27 -> L5 -> CS9 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L18 -> L17 -> 28 -> 14 -> L29 -> L32 -> 6 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L16 -> 20 -> CS15 -> L31 -> L11 -> L19 -> CS15 -> 12 -> L23 -> 31 -> 7 -> 30 -> L13 -> L9 -> 19 -> L12 -> 19 -> L6 -> L8 -> CS16 -> 30 -> 7 -> 31 -> 8 -> CS12 -> L10 -> 1 -> D
8,275.155871,9.4274,368.4800,56.4466,0.0000,17.1836,60.7370,60.7,32,0,885.90,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L27 -> L5 -> CS9 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L17 -> 28 -> 14 -> L29 -> L32 -> 6 -> L28 -> L2 -> L24 -> 11 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L16 -> L18 -> CS13 -> L7 -> 18 -> L19 -> CS15 -> L11 -> 31 -> 7 -> 30 -> L13 -> 19 -> L6 -> L8 -> 19 -> L12 -> 19 -> L9 -> L13 -> 30 -> 7 -> 31 -> 8 -> L31 -> L11 -> 12 -> L23 -> CS12 -> L10 -> 1 -> D
9,254.757571,9.1578,363.3300,55.8159,0.0000,17.5168,61.7009,61.7,32,0,873.08,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L27 -> L5 -> L21 -> CS5 -> 13 -> CS3 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L18 -> L17 -> 28 -> 14 -> L29 -> L32 -> 6 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L16 -> 20 -> CS15 -> L11 -> L19 -> CS15 -> L31 -> L23 -> 31 -> 7 -> 30 -> L13 -> 19 -> L6 -> L8 -> 19 -> L12 -> 19 -> L9 -> L13 -> 30 -> 7 -> 31 -> 8 -> CS12 -> L10 -> 1 -> D
10,266.646050,9.4194,365.4000,56.0214,0.0000,17.5576,61.5362,61.5,32,0,549.58,D -> 2 -> 9 -> L20 -> 27 -> L21 -> L27 -> L5 -> CS9 -> L26 -> L15 -> L26 -> 10 -> L7 -> CS13 -> L17 -> L18 -> L17 -> 28 -> 14 -> L29 -> L32 -> 6 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L4 -> 11 -> CS14 -> L25 -> CS7 -> L22 -> CS11 -> 28 -> L14 -> 28 -> L16 -> 20 -> CS15 -> L31 -> L11 -> L19 -> CS15 -> L11 -> 31 -> 7 -> 30 -> L13 -> 19 -> L6 -> L8 -> 19 -> L12 -> 19 -> L9 -> L13 -> 30 -> 7 -> 31 -> 8 -> L23 -> CS12 -> L10 -> 1 -> D
