iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,-3.466122,0.940549,-1.117233,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
2,-3.466122,1.784795,-0.817466,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
3,-3.466122,0.754884,-1.732334,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
4,-3.466122,0.760866,-1.061347,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
5,-3.466122,0.412655,-1.367777,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
6,-3.466122,0.637544,-1.835836,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
7,-3.466122,1.468923,-1.463721,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
8,-3.466122,1.744788,-0.995514,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
9,-3.466122,1.537625,-1.202955,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
10,-3.466122,1.784795,-1.333713,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
11,-3.466122,0.161193,-1.723888,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
12,-3.466122,1.445641,-1.298317,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
13,-3.466122,1.886954,-1.279282,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
14,-3.466122,3.779482,-1.006722,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
15,-3.466122,2.514723,-1.448056,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
16,-3.466122,2.087826,-1.703435,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
17,-3.466122,1.364222,-1.583705,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
18,-3.466122,2.740685,-1.591581,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
19,-3.466122,2.504539,-1.108589,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
20,-3.466122,3.779123,-1.521642,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
21,-3.466122,2.089431,-1.120524,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
22,-3.466122,0.146822,-1.540998,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
23,-3.466122,1.468591,-1.385162,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
24,-3.466122,2.863850,-1.409181,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
25,-3.466122,2.368655,-1.252247,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
26,-3.466122,1.560726,-1.460003,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
27,-3.466122,4.231031,-1.050504,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
28,-3.466122,8.770303,-1.109506,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
29,-3.466122,1.991853,-1.335516,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
30,-3.466122,0.894709,-1.366093,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
31,-3.466122,2.578785,-0.810550,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
32,-3.466122,0.412655,-1.664969,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
33,-3.466122,1.479588,-1.804566,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
34,-3.466122,0.673169,-1.264844,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
35,-3.466122,1.858609,-0.699979,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
36,-3.466122,1.581845,-1.354578,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
37,-3.466122,1.784795,-1.547775,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
38,-3.466122,2.676363,-1.121893,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
39,-3.466122,0.539431,-1.839873,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
40,-3.466122,3.308064,-1.244443,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
41,-3.466122,2.864392,-0.883477,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
42,-3.466122,2.857873,-1.372105,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
43,-3.466122,3.935211,-1.763765,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
44,-3.466122,1.445641,-1.438565,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
45,-3.466122,4.120061,-1.607525,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
46,-3.466122,0.672485,-1.685686,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
47,-3.466122,3.486671,-0.893690,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
48,-3.466122,2.917651,-1.314179,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
49,-3.466122,1.784795,-0.909662,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
50,-3.466122,6.728160,-0.721236,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
51,-3.466122,2.419404,-1.260967,-3.466122,L3 -> L5 -> L2 -> L6 -> L4 -> L1
