iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,592.482893,1398.165802,1045.356989,592.482893,L38 -> L7 -> L30 -> L36 -> L18 -> L21 -> L24 -> L37 -> L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L12 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L10 -> L5 -> L17 -> L15 -> L16
2,577.164359,1359.163199,1059.659517,577.164359,L18 -> L36 -> L21 -> L24 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L37 -> L11 -> L32 -> L23 -> L27 -> L26 -> L4 -> L8 -> L20 -> L22 -> L1 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L10 -> L25 -> L34 -> L3
3,408.389955,1467.638175,1036.467320,408.389955,L36 -> L18 -> L32 -> L23 -> L20 -> L26 -> L8 -> L4 -> L27 -> L22 -> L1 -> L13 -> L9 -> L6 -> L14 -> L31 -> L2 -> L33 -> L29 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25 -> L3 -> L34 -> L30 -> L38 -> L7 -> L5 -> L17 -> L16 -> L15 -> L37 -> L24 -> L21 -> L11
4,518.459110,4239.781495,1093.955981,408.389955,L15 -> L16 -> L17 -> L5 -> L24 -> L37 -> L21 -> L11 -> L18 -> L22 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L32 -> L1 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L40 -> L19 -> L39 -> L28 -> L12 -> L35 -> L25 -> L34 -> L3 -> L30 -> L38 -> L7 -> L36
5,537.758286,1282.807928,867.601880,408.389955,L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L5 -> L38 -> L7 -> L36 -> L18 -> L21 -> L24 -> L37 -> L15 -> L17 -> L16 -> L30 -> L3 -> L34 -> L10 -> L12 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L1
6,388.103629,1308.994684,993.115900,388.103629,L8 -> L26 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L12 -> L28 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L5 -> L30 -> L7 -> L38 -> L15 -> L17 -> L16 -> L37 -> L24 -> L21 -> L11 -> L18 -> L36
7,534.191317,1565.991735,944.829882,388.103629,L36 -> L18 -> L21 -> L24 -> L37 -> L11 -> L8 -> L26 -> L4 -> L23 -> L20 -> L22 -> L32 -> L3 -> L34 -> L35 -> L40 -> L19 -> L39 -> L17 -> L16 -> L15 -> L5 -> L30 -> L38 -> L7 -> L28 -> L25 -> L12 -> L10 -> L2 -> L14 -> L31 -> L33 -> L29 -> L6 -> L9 -> L13 -> L1 -> L27
8,485.477254,1422.966569,975.928007,388.103629,L11 -> L21 -> L24 -> L37 -> L38 -> L7 -> L30 -> L3 -> L34 -> L35 -> L40 -> L19 -> L39 -> L5 -> L17 -> L16 -> L15 -> L28 -> L25 -> L12 -> L33 -> L29 -> L10 -> L2 -> L31 -> L14 -> L6 -> L9 -> L13 -> L1 -> L32 -> L23 -> L20 -> L22 -> L27 -> L4 -> L8 -> L26 -> L18 -> L36
9,435.031894,1180.655391,890.464157,388.103629,L20 -> L26 -> L8 -> L4 -> L27 -> L23 -> L32 -> L22 -> L1 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L40 -> L28 -> L3 -> L34 -> L25 -> L12 -> L35 -> L19 -> L39 -> L30 -> L38 -> L7 -> L5 -> L16 -> L17 -> L15 -> L37 -> L24 -> L21 -> L11 -> L18 -> L36
10,410.696714,1593.841422,916.550666,388.103629,L11 -> L21 -> L24 -> L37 -> L15 -> L17 -> L16 -> L5 -> L30 -> L38 -> L7 -> L3 -> L34 -> L25 -> L35 -> L19 -> L40 -> L39 -> L28 -> L12 -> L10 -> L33 -> L29 -> L14 -> L31 -> L2 -> L6 -> L13 -> L9 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> L18 -> L36
