run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,99999.000000,14.5599,592.6200,93.3361,0.0000,27.3122,33.9761,34.0,43,0,905.39,D -> 1 -> L17 -> L27 -> L10 -> 40 -> 28 -> L13 -> 28 -> L42 -> 40 -> L10 -> 29 -> 24 -> 26 -> 10 -> L29 -> L37 -> 10 -> 26 -> CS13 -> 5 -> CS3 -> L41 -> L32 -> CS5 -> L12 -> 31 -> L30 -> 13 -> L12 -> L1 -> L12 -> 13 -> L6 -> CS20 -> L25 -> 18 -> L16 -> 7 -> 4 -> L34 -> L9 -> 43 -> L32 -> CS5 -> L12 -> 13 -> CS20 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L40 -> L39 -> 37 -> L28 -> L35 -> L39 -> L40 -> L20 -> L36 -> L20 -> 6 -> L14 -> CS19 -> L43 -> L33 -> L18 -> L14 -> CS19 -> L8 -> L23 -> L22 -> L19 -> L22 -> L8 -> CS4 -> L5 -> L38 -> L2 -> L5 -> L11 -> L21 -> L24 -> L26 -> CS21 -> 20 -> L44 -> L7 -> 33 -> 30 -> 42 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L4
2,99999.000000,15.8602,640.0800,99.3502,0.0000,26.7784,27.4282,27.4,43,0,1019.13,D -> 2 -> CS6 -> 4 -> 7 -> CS18 -> L25 -> CS20 -> L6 -> CS10 -> L30 -> 23 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L4 -> L35 -> L39 -> L40 -> L20 -> CS8 -> 22 -> 12 -> L19 -> L22 -> L8 -> L23 -> L22 -> L8 -> CS19 -> L43 -> L33 -> L18 -> L14 -> 22 -> 12 -> L19 -> CS7 -> L2 -> L38 -> L5 -> L11 -> L21 -> L24 -> L26 -> CS21 -> CS22 -> L31 -> 42 -> 30 -> L44 -> L7 -> 20 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L40 -> CS8 -> 22 -> 12 -> L15 -> 38 -> 32 -> 41 -> L29 -> L37 -> 10 -> 26 -> CS13 -> 29 -> L10 -> L27 -> L10 -> L17 -> 5 -> CS3 -> L41 -> L32 -> CS5 -> L12 -> L1 -> CS18 -> L25 -> CS18 -> 27 -> CS5 -> L32 -> 43 -> L34 -> L9 -> 43 -> CS6 -> 4 -> 7 -> L16 -> 7 -> 4 -> CS6 -> 2 -> 1 -> L17 -> L10 -> 40 -> 28 -> L13 -> 28 -> L42
3,99999.000000,24.5211,972.2200,149.7365,26.4741,42.7822,19.5199,19.5,45,2,1205.11,D -> 1 -> L17 -> L10 -> L27 -> 29 -> 24 -> 26 -> 10 -> L37 -> L29 -> 41 -> 31 -> L30 -> 13 -> L12 -> L1 -> L12 -> L1 -> CS18 -> L25 -> CS20 -> L6 -> CS10 -> L30 -> 23 -> L15 -> 12 -> 22 -> L14 -> CS19 -> L43 -> L33 -> L18 -> L14 -> CS19 -> L8 -> L22 -> L8 -> L22 -> L19 -> CS7 -> L38 -> L5 -> 9 -> L2 -> L5 -> L11 -> L21 -> L24 -> L11 -> L5 -> CS4 -> L23 -> L22 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 23 -> L30 -> 13 -> L12 -> CS5 -> L32 -> L41 -> L32 -> 43 -> L34 -> 43 -> L32 -> 43 -> L34 -> L9 -> 43 -> CS6 -> 4 -> 7 -> L16 -> 18 -> L25 -> CS20 -> L6 -> CS10 -> L30 -> 23 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> 11 -> L4 -> L35 -> L39 -> L40 -> L39 -> L35 -> L39 -> L40 -> L20 -> L36 -> L20 -> 6 -> L14 -> CS19 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> CS21 -> 20 -> L7 -> L44 -> 20 -> CS21 -> L26 -> CS21 -> CS22 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 34 -> CS20 -> L6 -> CS10 -> 32 -> 41 -> CS17 -> 26 -> CS13 -> 40 -> 28 -> L13 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 34 -> CS20 -> L6 -> CS10 -> 32 -> 41 -> CS17 -> 26 -> CS13 -> 40 -> 28 -> L13 -> 32 -> 41 -> CS17 -> 26 -> CS13 -> 40 -> 28 -> L13 -> 28 -> L42
4,99999.000000,20.3159,800.4900,123.4414,9.9008,33.3404,19.7998,19.8,44,1,1302.12,D -> 2 -> CS6 -> L34 -> L9 -> 43 -> L32 -> CS5 -> L12 -> 31 -> L30 -> 32 -> 41 -> L29 -> L37 -> 41 -> 31 -> L30 -> 23 -> L15 -> 12 -> L19 -> CS7 -> L38 -> L5 -> CS4 -> L8 -> L22 -> L19 -> L22 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L35 -> L39 -> L35 -> L39 -> 37 -> L36 -> L20 -> L40 -> CS8 -> 22 -> L14 -> L18 -> L33 -> L43 -> CS19 -> L8 -> L22 -> L19 -> CS7 -> L2 -> CS4 -> L23 -> L22 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L24 -> L26 -> CS21 -> CS22 -> L31 -> 42 -> 30 -> L44 -> L7 -> 20 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS20 -> L25 -> CS20 -> L6 -> 13 -> L12 -> L1 -> L12 -> CS5 -> L32 -> L41 -> CS3 -> 5 -> L17 -> L10 -> L27 -> CS15 -> L13 -> 28 -> L42 -> 40 -> L10 -> 29 -> 24 -> 26 -> 10 -> CS17 -> 41 -> 31 -> L30 -> 23 -> L15 -> 25 -> 34 -> CS20 -> L25 -> 18 -> L16 -> 18 -> L25 -> CS20 -> 34 -> CS1 -> 11 -> CS1 -> 11 -> L28 -> 11 -> L4 -> L35 -> L39 -> L40 -> CS8 -> 22 -> L14 -> CS19 -> L8 -> CS4 -> L5 -> L11
5,99999.000000,22.3093,894.9900,134.9934,26.4174,28.4818,19.9058,19.9,46,3,1538.73,D -> 2 -> L9 -> L34 -> 43 -> L32 -> CS5 -> L12 -> 31 -> L30 -> 23 -> L15 -> 12 -> 22 -> L14 -> CS19 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> L21 -> L24 -> L26 -> CS21 -> 20 -> L7 -> 33 -> 30 -> 42 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> L38 -> L2 -> CS4 -> L8 -> L22 -> L8 -> L23 -> L22 -> L19 -> L22 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> 11 -> L4 -> L35 -> L39 -> L40 -> 37 -> L36 -> L20 -> CS8 -> 22 -> 12 -> L15 -> 12 -> 22 -> L14 -> L18 -> L33 -> L43 -> CS19 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> CS21 -> 20 -> L44 -> 20 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 38 -> 32 -> 41 -> L37 -> L29 -> 10 -> 26 -> CS13 -> 5 -> CS3 -> L41 -> CS3 -> 5 -> L17 -> L10 -> L27 -> CS15 -> L13 -> 28 -> L42 -> 40 -> L10 -> L17 -> 5 -> CS3 -> L41 -> L32 -> CS5 -> L12 -> 13 -> CS20 -> 34 -> CS1 -> 34 -> CS20 -> L25 -> L32 -> CS5 -> 27 -> CS18 -> L25 -> CS20 -> 34 -> CS1 -> 34 -> CS20 -> L25 -> 18 -> L16 -> L16 -> 18 -> L25 -> CS20 -> 34 -> CS1 -> 34 -> CS20 -> L6 -> CS10 -> L30 -> CS10 -> L30 -> 13 -> L12 -> L1 -> L12 -> 13 -> L6
6,99999.000000,20.4057,808.7300,122.1090,21.1238,25.7890,24.8037,24.8,45,2,1138.71,D -> 1 -> L41 -> L32 -> 43 -> L34 -> L9 -> L34 -> 4 -> 7 -> L16 -> 7 -> 4 -> CS6 -> 2 -> 1 -> L17 -> L10 -> L27 -> L10 -> 40 -> 28 -> L42 -> 28 -> L13 -> CS15 -> L27 -> 29 -> 24 -> 26 -> 10 -> L29 -> 41 -> 31 -> L30 -> 23 -> L15 -> 12 -> L19 -> L22 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 23 -> L30 -> 13 -> L12 -> L1 -> CS18 -> L25 -> CS20 -> L6 -> CS10 -> L30 -> 32 -> 41 -> L37 -> 41 -> 31 -> L30 -> 23 -> L15 -> 12 -> 22 -> L14 -> L18 -> L33 -> CS19 -> L8 -> L22 -> L19 -> CS7 -> L2 -> CS4 -> L8 -> L22 -> L19 -> L23 -> L22 -> L19 -> CS7 -> L38 -> L5 -> L11 -> L24 -> CS11 -> L21 -> L26 -> CS21 -> 20 -> L44 -> L7 -> 33 -> 30 -> 42 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L40 -> L39 -> L35 -> L39 -> 37 -> L28 -> 11 -> CS1 -> 11 -> L4 -> L35 -> L39 -> L40 -> L20 -> 6 -> L14 -> CS19 -> L43 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L36 -> 34 -> CS1 -> 11 -> L28 -> L36
7,99999.000000,16.2568,661.5600,104.1903,0.0000,32.1062,27.9159,27.9,43,0,916.09,D -> 2 -> L9 -> L34 -> 43 -> L32 -> CS5 -> L12 -> L1 -> CS18 -> 7 -> L16 -> 7 -> 4 -> CS6 -> 2 -> 1 -> L17 -> L10 -> L27 -> 29 -> 5 -> CS3 -> L41 -> L32 -> CS5 -> L12 -> 13 -> L6 -> CS10 -> L30 -> 13 -> CS20 -> L25 -> CS20 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L20 -> L36 -> L40 -> 37 -> L28 -> L35 -> L39 -> L40 -> CS8 -> 22 -> 12 -> L19 -> L22 -> L19 -> CS7 -> L2 -> L5 -> L38 -> L5 -> L11 -> L21 -> L24 -> L26 -> CS21 -> CS22 -> L31 -> 42 -> 30 -> 33 -> L7 -> L44 -> 20 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L14 -> L18 -> L33 -> L43 -> CS19 -> L14 -> CS19 -> L8 -> L23 -> L22 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 38 -> 32 -> 41 -> L29 -> L37 -> 10 -> 26 -> CS13 -> 40 -> 28 -> L13 -> 28 -> L42 -> 40 -> L10 -> L17 -> 5 -> CS3 -> L41 -> L32 -> CS5 -> L12 -> 13 -> CS20 -> 34 -> CS1 -> 11 -> L4
8,99999.000000,14.7963,600.3800,91.9706,0.0000,22.6236,30.6530,30.7,43,0,838.58,D -> 2 -> L9 -> L34 -> 43 -> L32 -> L41 -> L32 -> CS5 -> L12 -> L1 -> CS18 -> L25 -> 18 -> L16 -> 7 -> CS18 -> L1 -> L12 -> 31 -> 41 -> L29 -> L37 -> 10 -> 26 -> CS13 -> 29 -> L10 -> L17 -> L27 -> CS15 -> L13 -> 28 -> L42 -> 40 -> L10 -> 29 -> 24 -> 26 -> 10 -> CS17 -> 41 -> 31 -> L30 -> 23 -> L15 -> 12 -> L19 -> L22 -> L8 -> L23 -> L22 -> L19 -> CS7 -> L2 -> L5 -> L11 -> L21 -> L24 -> L26 -> CS21 -> 20 -> L7 -> L44 -> 30 -> 42 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> CS4 -> L8 -> CS19 -> L33 -> L43 -> L33 -> L18 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L20 -> L40 -> L39 -> L35 -> L39 -> L40 -> 37 -> L28 -> 11 -> L4 -> 11 -> CS1 -> 34 -> CS20 -> L6 -> CS10 -> L30 -> 23 -> L15 -> 12 -> L19 -> CS7 -> L38
9,99999.000000,16.0587,638.8500,98.7636,0.0000,23.0384,24.2748,24.3,43,0,1105.62,D -> 1 -> L17 -> L10 -> L27 -> 29 -> 24 -> 26 -> 10 -> CS17 -> 41 -> 31 -> L30 -> 13 -> L6 -> 13 -> L12 -> CS5 -> L32 -> CS5 -> 27 -> L1 -> L12 -> 31 -> 41 -> L37 -> L29 -> 41 -> 31 -> L30 -> 23 -> L15 -> 12 -> L19 -> L22 -> L8 -> CS19 -> L43 -> L33 -> L18 -> L14 -> CS19 -> L8 -> L23 -> L22 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> L24 -> L11 -> L21 -> L26 -> CS21 -> 20 -> L7 -> L44 -> 30 -> 42 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> L38 -> L5 -> 9 -> L2 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L4 -> L35 -> L39 -> L40 -> L20 -> L40 -> L39 -> L40 -> L39 -> L35 -> L39 -> 37 -> L36 -> L28 -> 11 -> CS1 -> 34 -> CS20 -> L25 -> 18 -> L16 -> 7 -> 4 -> L34 -> L9 -> 43 -> L32 -> L41 -> CS3 -> 5 -> CS13 -> 40 -> 28 -> L42 -> 28 -> L13
10,99999.000000,22.1302,887.6900,139.2862,26.9610,41.9492,29.6240,29.6,44,1,1035.06,D -> 1 -> L41 -> L32 -> CS5 -> L12 -> L1 -> L12 -> 31 -> L30 -> 13 -> CS20 -> L25 -> 18 -> L16 -> 7 -> 4 -> L34 -> L9 -> 43 -> CS6 -> 2 -> 1 -> L17 -> L10 -> L27 -> CS15 -> L13 -> 28 -> L42 -> 40 -> L10 -> L17 -> 5 -> CS3 -> L41 -> L32 -> CS5 -> L12 -> 13 -> CS20 -> 34 -> CS1 -> 11 -> L28 -> L35 -> L39 -> L35 -> L39 -> 37 -> L28 -> 11 -> L4 -> L35 -> L39 -> L40 -> CS8 -> 22 -> L14 -> L18 -> L33 -> L43 -> CS19 -> L8 -> L23 -> L22 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> CS21 -> 20 -> L44 -> 30 -> 42 -> L31 -> CS22 -> CS21 -> L26 -> L24 -> L11 -> L5 -> L38 -> L5 -> L11 -> L21 -> L24 -> L26 -> L24 -> L11 -> 9 -> L2 -> CS4 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 12 -> L19 -> L22 -> L8 -> CS19 -> L14 -> 22 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L20 -> L36 -> L28 -> 11 -> CS1 -> 34 -> CS20 -> L6 -> CS10 -> 32 -> 41 -> L29 -> L37 -> 41 -> 31 -> L30 -> 23 -> L15 -> 12 -> L15 -> 25 -> 34 -> CS1 -> 11 -> L28 -> L36 -> L20 -> 6 -> L14 -> CS19 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> CS21 -> 20 -> L7 -> L22 -> L8 -> CS4 -> L5 -> L11 -> L21 -> L26 -> CS21 -> 20 -> L7
