run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,208.711427,8.3874,327.5600,50.1547,0.0000,14.9022,64.7475,64.7,32,0,637.19,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> CS4 -> L1 -> L28 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L32 -> L11 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
2,207.030462,8.3242,327.5000,50.1470,0.0000,14.9022,64.7552,64.8,32,0,594.49,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> CS4 -> L1 -> L28 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L11 -> L32 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
3,205.582242,8.2934,331.5200,52.0248,0.0000,17.6222,65.5974,65.6,32,0,817.58,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L25 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L11 -> L32 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
4,210.786613,8.3850,337.0200,53.3573,0.0000,18.7986,65.4413,65.4,32,0,448.64,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> 23 -> L3 -> L6 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L25 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L11 -> L32 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
5,205.582242,8.2934,331.5200,52.0248,0.0000,17.6222,65.5974,65.6,32,0,486.82,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L25 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L11 -> L32 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
6,207.240207,8.3565,331.5800,51.9901,0.0000,17.6222,65.6321,65.6,32,0,933.29,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L25 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L32 -> L11 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
7,205.582242,8.2934,331.5200,52.0248,0.0000,17.6222,65.5974,65.6,32,0,755.80,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L25 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L11 -> L32 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
8,203.917619,8.3311,328.7200,51.6281,0.0000,17.6222,65.9941,66.0,32,0,556.63,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L32 -> L11 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
9,203.902935,8.3311,328.7200,51.6006,0.0000,17.6222,66.0216,66.0,32,0,567.69,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L32 -> L11 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
10,202.244694,8.2680,328.6600,51.6352,0.0000,17.6222,65.9870,66.0,32,0,901.06,D -> 2 -> CS12 -> 4 -> 6 -> 13 -> L22 -> L20 -> L6 -> L3 -> 11 -> L24 -> CS14 -> L20 -> L22 -> 13 -> 6 -> L8 -> L14 -> CS12 -> L4 -> 22 -> 20 -> CS10 -> 18 -> L28 -> L1 -> L25 -> L30 -> 5 -> L17 -> L29 -> 31 -> CS11 -> 24 -> L11 -> L32 -> L13 -> CS13 -> 19 -> L15 -> 19 -> L19 -> L7 -> L2 -> L23 -> L12 -> L5 -> L9 -> 7 -> L18 -> 28 -> 26 -> L10 -> L26 -> L16 -> 12 -> L31 -> L27 -> L21 -> 3 -> 20 -> 1 -> D
