iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,615.036283,2428.458234,1092.479846,615.036283,L11 -> L21 -> L24 -> L37 -> L16 -> L17 -> L5 -> L7 -> L38 -> L36 -> L18 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L32 -> L1 -> L34 -> L3 -> L25 -> L12 -> L33 -> L29 -> L31 -> L2 -> L14 -> L10 -> L40 -> L19 -> L30 -> L15 -> L28 -> L39 -> L35 -> L6 -> L13 -> L9 -> L22
2,705.642641,1365.254347,978.922938,615.036283,L18 -> L5 -> L7 -> L38 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L6 -> L29 -> L31 -> L14 -> L2 -> L35 -> L40 -> L19 -> L39 -> L28 -> L34 -> L3 -> L25 -> L12 -> L10 -> L33 -> L9 -> L13 -> L11 -> L21 -> L24 -> L37 -> L16 -> L15 -> L17 -> L30 -> L36
3,592.626929,2317.317080,1108.423174,592.626929,L37 -> L24 -> L16 -> L15 -> L36 -> L18 -> L11 -> L21 -> L26 -> L8 -> L4 -> L23 -> L27 -> L22 -> L20 -> L32 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L1 -> L25 -> L34 -> L7 -> L30 -> L38 -> L5 -> L17
4,717.691566,2331.475079,1092.852226,592.626929,L17 -> L16 -> L15 -> L38 -> L7 -> L30 -> L36 -> L11 -> L21 -> L24 -> L37 -> L26 -> L8 -> L4 -> L27 -> L23 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L12 -> L10 -> L5 -> L18 -> L20 -> L22 -> L32 -> L1
5,442.919300,2376.802437,1046.993251,442.919300,L18 -> L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L39 -> L28 -> L3 -> L35 -> L40 -> L19 -> L34 -> L25 -> L12 -> L10 -> L33 -> L29 -> L14 -> L31 -> L2 -> L6 -> L13 -> L9 -> L32 -> L1 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> L36
6,395.749148,1160.347163,829.600022,395.749148,L18 -> L36 -> L26 -> L8 -> L4 -> L23 -> L27 -> L22 -> L32 -> L20 -> L1 -> L13 -> L9 -> L6 -> L14 -> L2 -> L31 -> L29 -> L33 -> L10 -> L12 -> L28 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L17 -> L5 -> L30 -> L7 -> L38 -> L15 -> L16 -> L37 -> L24 -> L21 -> L11
7,415.015909,7065.556006,1144.669825,395.749148,L11 -> L21 -> L37 -> L24 -> L15 -> L16 -> L17 -> L5 -> L30 -> L7 -> L38 -> L36 -> L18 -> L20 -> L27 -> L23 -> L22 -> L32 -> L13 -> L6 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L35 -> L40 -> L19 -> L39 -> L28 -> L12 -> L25 -> L3 -> L34 -> L1 -> L4 -> L8 -> L26
8,446.855558,1354.074680,984.624105,395.749148,L18 -> L36 -> L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L38 -> L7 -> L30 -> L39 -> L19 -> L40 -> L28 -> L3 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L33 -> L29 -> L10 -> L35 -> L12 -> L25 -> L34 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L26 -> L8
9,456.827661,1325.303069,965.411092,395.749148,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L40 -> L19 -> L28 -> L39 -> L5 -> L7 -> L30 -> L38 -> L36 -> L18 -> L3 -> L34 -> L25 -> L35 -> L12 -> L10 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L9 -> L13 -> L1 -> L32 -> L23 -> L20 -> L22 -> L27 -> L8 -> L4 -> L26
10,459.430638,1317.424873,890.456832,395.749148,L11 -> L21 -> L24 -> L37 -> L15 -> L17 -> L16 -> L5 -> L30 -> L7 -> L38 -> L36 -> L18 -> L25 -> L35 -> L40 -> L19 -> L28 -> L39 -> L3 -> L34 -> L10 -> L12 -> L33 -> L29 -> L14 -> L31 -> L2 -> L6 -> L13 -> L9 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L26 -> L8
