iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,297.637707,4721.864925,1204.371662,297.637707,L11 -> L21 -> L24 -> L37 -> L16 -> L17 -> L15 -> L38 -> L7 -> L30 -> L5 -> L39 -> L19 -> L40 -> L28 -> L34 -> L25 -> L3 -> L35 -> L10 -> L12 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L9 -> L13 -> L1 -> L32 -> L20 -> L23 -> L22 -> L27 -> L4 -> L8 -> L26 -> L36 -> L18
2,352.345986,3256.643484,854.893022,297.637707,L20 -> L22 -> L27 -> L23 -> L4 -> L8 -> L26 -> L11 -> L21 -> L37 -> L24 -> L15 -> L16 -> L17 -> L5 -> L39 -> L19 -> L40 -> L28 -> L34 -> L32 -> L1 -> L13 -> L6 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L3 -> L25 -> L30 -> L7 -> L38 -> L36 -> L18
3,322.240064,5198.560086,1084.943342,297.637707,L11 -> L26 -> L8 -> L4 -> L23 -> L27 -> L22 -> L32 -> L20 -> L1 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L33 -> L29 -> L10 -> L12 -> L35 -> L25 -> L3 -> L34 -> L28 -> L39 -> L40 -> L19 -> L5 -> L30 -> L7 -> L38 -> L15 -> L17 -> L16 -> L37 -> L24 -> L21 -> L18 -> L36
4,340.077584,2304.663335,983.309034,297.637707,L18 -> L36 -> L11 -> L21 -> L24 -> L37 -> L16 -> L5 -> L30 -> L38 -> L7 -> L15 -> L17 -> L10 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L35 -> L25 -> L12 -> L29 -> L33 -> L31 -> L2 -> L14 -> L6 -> L9 -> L13 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26
5,249.762782,2539.977829,992.401246,249.762782,L26 -> L8 -> L4 -> L27 -> L20 -> L22 -> L32 -> L23 -> L1 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L25 -> L3 -> L34 -> L35 -> L40 -> L19 -> L28 -> L39 -> L30 -> L38 -> L7 -> L5 -> L17 -> L15 -> L16 -> L24 -> L37 -> L21 -> L11 -> L18 -> L36
6,364.019049,3123.434748,882.010974,249.762782,L18 -> L36 -> L24 -> L37 -> L21 -> L11 -> L26 -> L8 -> L4 -> L23 -> L27 -> L22 -> L20 -> L32 -> L1 -> L9 -> L13 -> L6 -> L14 -> L2 -> L31 -> L33 -> L29 -> L35 -> L40 -> L19 -> L3 -> L34 -> L25 -> L12 -> L10 -> L28 -> L39 -> L5 -> L17 -> L16 -> L15 -> L38 -> L7 -> L30
7,416.136367,2926.003112,789.344753,249.762782,L18 -> L11 -> L37 -> L16 -> L15 -> L38 -> L7 -> L36 -> L24 -> L21 -> L26 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L13 -> L9 -> L6 -> L2 -> L14 -> L31 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L25 -> L30 -> L5 -> L17 -> L8
8,380.521035,3288.243161,893.531170,249.762782,L18 -> L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L32 -> L1 -> L34 -> L25 -> L12 -> L35 -> L40 -> L19 -> L17 -> L5 -> L7 -> L38 -> L15 -> L16 -> L24 -> L21 -> L37 -> L11 -> L22 -> L6 -> L9 -> L13 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L3 -> L28 -> L39 -> L30 -> L36
9,312.148238,2632.275249,669.354540,249.762782,L18 -> L36 -> L11 -> L21 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L12 -> L33 -> L10 -> L2 -> L31 -> L14 -> L29 -> L6 -> L9 -> L13 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> L24
10,316.066986,4208.840717,936.878750,249.762782,L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L34 -> L3 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L33 -> L29 -> L10 -> L19 -> L39 -> L28 -> L25 -> L12 -> L35 -> L40 -> L38 -> L7 -> L30 -> L5 -> L17 -> L16 -> L15 -> L24 -> L37 -> L21 -> L11 -> L18 -> L36
11,409.957222,2114.110740,757.797329,249.762782,L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L32 -> L20 -> L1 -> L9 -> L13 -> L6 -> L14 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L38 -> L7 -> L36 -> L18 -> L31 -> L2 -> L25 -> L3 -> L34 -> L28 -> L30 -> L5 -> L17 -> L16 -> L15 -> L37 -> L24 -> L21
12,312.366847,2920.796085,794.942337,249.762782,L11 -> L21 -> L37 -> L24 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18 -> L20 -> L26 -> L8 -> L23 -> L27 -> L32 -> L34 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L25 -> L12 -> L10 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L1 -> L22 -> L4
13,413.879385,720.535616,587.100312,249.762782,L18 -> L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L32 -> L20 -> L1 -> L35 -> L40 -> L19 -> L16 -> L21 -> L24 -> L37 -> L15 -> L17 -> L5 -> L30 -> L7 -> L39 -> L28 -> L12 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L10 -> L25 -> L3 -> L34 -> L38 -> L36
14,287.004116,3549.439338,773.138105,249.762782,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L3 -> L34 -> L1 -> L32 -> L8 -> L26 -> L4 -> L27 -> L23 -> L22 -> L20 -> L13 -> L9 -> L6 -> L14 -> L31 -> L2 -> L33 -> L29 -> L10 -> L12 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18
15,338.774166,4150.747576,1003.018107,249.762782,L18 -> L36 -> L21 -> L24 -> L37 -> L11 -> L22 -> L32 -> L23 -> L20 -> L26 -> L8 -> L4 -> L27 -> L1 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L17 -> L16 -> L15 -> L38 -> L7 -> L30 -> L5 -> L39 -> L28 -> L12 -> L10 -> L33 -> L29 -> L31 -> L2 -> L14 -> L6 -> L13 -> L9
16,335.871573,2658.496294,863.737345,249.762782,L36 -> L18 -> L11 -> L21 -> L24 -> L37 -> L16 -> L5 -> L30 -> L38 -> L7 -> L15 -> L17 -> L19 -> L39 -> L28 -> L35 -> L40 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L12 -> L10 -> L25 -> L3 -> L34 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L8 -> L4 -> L26
17,338.542963,3716.223258,788.952972,249.762782,L18 -> L36 -> L24 -> L21 -> L37 -> L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L12 -> L33 -> L29 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L10 -> L5 -> L17 -> L16 -> L15 -> L38 -> L7 -> L30
18,329.593687,2693.274550,861.629052,249.762782,L11 -> L21 -> L37 -> L24 -> L15 -> L16 -> L17 -> L30 -> L38 -> L7 -> L5 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L6 -> L9 -> L13 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L12 -> L3 -> L34 -> L1 -> L32 -> L23 -> L27 -> L4 -> L22 -> L20 -> L26 -> L8 -> L18 -> L36
19,370.588066,1794.971993,670.878075,249.762782,L11 -> L37 -> L16 -> L17 -> L5 -> L30 -> L7 -> L38 -> L36 -> L18 -> L15 -> L24 -> L21 -> L4 -> L27 -> L23 -> L20 -> L22 -> L34 -> L3 -> L25 -> L35 -> L40 -> L39 -> L19 -> L28 -> L12 -> L10 -> L33 -> L29 -> L31 -> L2 -> L14 -> L6 -> L13 -> L9 -> L1 -> L32 -> L26 -> L8
20,264.612406,2834.120516,703.763267,249.762782,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L7 -> L30 -> L38 -> L36 -> L18 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L3 -> L34 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25
21,411.388068,1594.747120,637.729185,249.762782,L11 -> L21 -> L37 -> L24 -> L16 -> L15 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18 -> L20 -> L23 -> L22 -> L32 -> L27 -> L26 -> L8 -> L4 -> L1 -> L34 -> L3 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25 -> L10 -> L12 -> L6
