run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,238.462537,9.1091,365.7400,57.7585,0.0000,18.1322,60.3737,60.4,36,0,2173.99,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L5 -> L29 -> 18 -> CS7 -> 35 -> L2 -> L4 -> L25 -> L21 -> L23 -> L24 -> L25 -> L10 -> 8 -> CS5 -> 26 -> L20 -> CS9 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> L35 -> L33 -> L3 -> L33 -> CS15 -> L6 -> CS1 -> 24 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L14 -> L7 -> L30 -> L7 -> L32 -> L1 -> 32 -> CS4 -> L18 -> CS8 -> CS4 -> CS6 -> 2 -> D
2,232.193950,8.8110,353.8100,56.7325,0.0000,19.1216,62.3891,62.4,36,0,2193.76,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L8 -> L5 -> L29 -> 18 -> CS7 -> 35 -> 8 -> L10 -> L23 -> L21 -> L24 -> L25 -> L4 -> 8 -> L2 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L14 -> L1 -> 32 -> CS4 -> L18 -> CS8 -> 32 -> L1 -> L32 -> L7 -> L30 -> 13 -> 2 -> D
3,232.698857,8.7254,353.7900,58.5859,0.0000,23.1336,64.5477,64.5,36,0,2105.62,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L5 -> L29 -> 18 -> CS7 -> 35 -> L2 -> L4 -> L25 -> L21 -> L23 -> L24 -> L25 -> L10 -> 8 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> 32 -> L1 -> L14 -> L7 -> L30 -> 13 -> 2 -> D
4,232.073946,8.7970,363.5600,61.1149,0.0000,23.1336,62.0187,62.0,36,0,1763.13,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L22 -> L5 -> L34 -> CS11 -> L29 -> 18 -> CS7 -> 35 -> L2 -> L4 -> L25 -> L21 -> L23 -> L24 -> L25 -> L10 -> 8 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L1 -> L14 -> L7 -> L30 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> CS4 -> CS6 -> 2 -> D
5,241.681537,8.9182,355.8200,56.9662,0.0000,19.1250,62.1588,62.2,36,0,1987.52,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L5 -> L29 -> 18 -> CS7 -> 35 -> L2 -> L4 -> L25 -> L21 -> L23 -> L24 -> L25 -> L10 -> 8 -> CS5 -> 26 -> L20 -> CS9 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> L35 -> L33 -> L3 -> L33 -> CS15 -> L6 -> CS1 -> 24 -> L15 -> L28 -> L16 -> L28 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> 32 -> L1 -> L14 -> L7 -> L30 -> 13 -> 2 -> D
6,230.693314,8.6642,350.6400,57.3242,0.0000,21.2330,63.9088,63.9,36,0,1503.35,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L8 -> L5 -> L29 -> 18 -> CS7 -> 35 -> 8 -> L10 -> L23 -> L21 -> L24 -> L25 -> L4 -> 8 -> L2 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> 32 -> L1 -> L14 -> L7 -> L30 -> 13 -> 2 -> D
7,247.463333,8.9411,361.9000,58.8098,0.0000,21.2330,62.4232,62.4,36,0,1206.60,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L12 -> L8 -> L5 -> L34 -> L22 -> L5 -> L29 -> 18 -> CS7 -> 35 -> 8 -> L10 -> L23 -> L21 -> L24 -> L25 -> L4 -> L10 -> 8 -> L2 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> 32 -> L1 -> L14 -> L7 -> L30 -> 13 -> 2 -> D
8,232.161694,8.6197,348.8800,56.5281,0.0000,20.1144,63.5863,63.6,36,0,2862.14,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L5 -> L29 -> 18 -> CS7 -> 35 -> 8 -> L10 -> L23 -> L21 -> L24 -> L25 -> L4 -> 8 -> L2 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L28 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> 32 -> L1 -> L14 -> L7 -> L30 -> 13 -> 2 -> D
9,237.872551,8.8901,366.1400,59.8315,0.0000,22.4026,62.5711,62.6,36,0,1351.33,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L5 -> L29 -> 18 -> CS7 -> 35 -> 8 -> L10 -> L23 -> L24 -> L25 -> L21 -> L25 -> L4 -> 8 -> L2 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L1 -> L14 -> L7 -> L30 -> L7 -> L32 -> 32 -> CS4 -> L18 -> CS8 -> CS4 -> CS6 -> 2 -> D
10,239.883594,9.0077,367.5500,59.3897,0.0000,21.0222,61.6325,61.6,36,0,1315.78,D -> 1 -> L19 -> L9 -> L26 -> CS14 -> L12 -> L8 -> L5 -> L34 -> L22 -> L8 -> L5 -> L29 -> 18 -> CS7 -> 35 -> L2 -> L4 -> L25 -> L21 -> L23 -> L24 -> L25 -> L10 -> 8 -> CS5 -> 12 -> CS18 -> L13 -> L17 -> L31 -> CS18 -> L13 -> 9 -> 21 -> CS15 -> L6 -> CS15 -> L33 -> L3 -> L35 -> 21 -> CS9 -> L20 -> 14 -> L15 -> L28 -> L16 -> L36 -> 34 -> L27 -> CS17 -> L36 -> L11 -> L14 -> L7 -> L30 -> L7 -> L32 -> L1 -> 32 -> CS4 -> L18 -> CS8 -> CS4 -> CS6 -> 2 -> D
