run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,4.90,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
2,7.180206,2.5837,101.8700,15.2651,0.0000,4.9300,89.6649,89.7,11,0,5.65,D -> 1 -> 5 -> L3 -> L5 -> L1 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
3,7.180206,2.5837,101.8700,15.2651,0.0000,4.9300,89.6649,89.7,11,0,7.94,D -> 1 -> 5 -> L3 -> L5 -> L1 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
4,7.180206,2.5837,101.8700,15.2651,0.0000,4.9300,89.6649,89.7,11,0,7.06,D -> 1 -> 5 -> L3 -> L5 -> L1 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
5,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,7.50,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
6,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,5.44,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
7,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,5.45,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
8,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,7.39,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
9,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,6.38,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
10,6.767853,2.5471,101.6600,14.7786,0.0000,3.8998,89.1212,89.1,11,0,6.06,D -> 1 -> 5 -> L3 -> L1 -> L5 -> 8 -> 5 -> L2 -> 10 -> L9 -> L6 -> L10 -> L4 -> L7 -> 3 -> L8 -> CS3 -> L11 -> 2 -> D
