iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,343.421783,1085.142199,696.458089,343.421783,L27 -> L20 -> L21 -> L5 -> L26 -> L15 -> L18 -> L7 -> L16 -> L17 -> L14 -> L29 -> L32 -> L2 -> L24 -> L22 -> L28 -> L3 -> L4 -> L30 -> L1 -> L25 -> L11 -> L19 -> L31 -> L12 -> L9 -> L6 -> L8 -> L13 -> L23 -> L10
2,322.954510,1015.932401,743.662510,322.954510,L20 -> L21 -> L5 -> L27 -> L10 -> L23 -> L11 -> L6 -> L8 -> L9 -> L12 -> L13 -> L31 -> L19 -> L29 -> L32 -> L28 -> L2 -> L24 -> L3 -> L30 -> L1 -> L4 -> L25 -> L22 -> L16 -> L14 -> L17 -> L18 -> L7 -> L15 -> L26
3,272.468434,902.766821,677.324185,272.468434,L20 -> L27 -> L5 -> L21 -> L15 -> L26 -> L18 -> L17 -> L16 -> L29 -> L32 -> L28 -> L2 -> L24 -> L3 -> L30 -> L1 -> L4 -> L25 -> L22 -> L14 -> L7 -> L19 -> L11 -> L31 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10
4,324.436850,858.599605,635.087365,272.468434,L20 -> L21 -> L27 -> L18 -> L17 -> L16 -> L14 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L25 -> L29 -> L32 -> L2 -> L22 -> L7 -> L5 -> L26 -> L15 -> L19 -> L11 -> L13 -> L9 -> L6 -> L12 -> L8 -> L23 -> L31 -> L10
5,344.066603,1037.231193,616.492807,272.468434,L10 -> L7 -> L26 -> L15 -> L18 -> L17 -> L16 -> L14 -> L22 -> L24 -> L2 -> L28 -> L29 -> L32 -> L3 -> L30 -> L4 -> L1 -> L25 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L31 -> L11 -> L19 -> L20 -> L21 -> L27 -> L5
6,336.238158,854.069572,645.812937,272.468434,L19 -> L16 -> L18 -> L7 -> L26 -> L15 -> L17 -> L14 -> L32 -> L2 -> L24 -> L28 -> L3 -> L30 -> L1 -> L4 -> L25 -> L22 -> L29 -> L11 -> L31 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10 -> L27 -> L20 -> L21 -> L5
7,333.310473,914.382784,617.213549,272.468434,L10 -> L23 -> L31 -> L11 -> L19 -> L16 -> L17 -> L29 -> L32 -> L28 -> L2 -> L25 -> L3 -> L30 -> L1 -> L4 -> L24 -> L22 -> L14 -> L18 -> L13 -> L9 -> L12 -> L6 -> L8 -> L7 -> L15 -> L26 -> L5 -> L20 -> L21 -> L27
8,358.939586,934.104176,684.759601,272.468434,L27 -> L5 -> L21 -> L15 -> L26 -> L18 -> L7 -> L17 -> L29 -> L32 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L25 -> L22 -> L14 -> L16 -> L11 -> L23 -> L31 -> L10 -> L19 -> L13 -> L9 -> L12 -> L6 -> L8 -> L20
9,399.592095,853.486692,638.100308,272.468434,L27 -> L5 -> L21 -> L28 -> L2 -> L3 -> L30 -> L1 -> L4 -> L24 -> L22 -> L29 -> L32 -> L25 -> L14 -> L16 -> L17 -> L18 -> L7 -> L26 -> L15 -> L19 -> L11 -> L31 -> L23 -> L13 -> L9 -> L12 -> L6 -> L8 -> L10 -> L20
10,357.168863,4868.577932,833.791420,272.468434,L23 -> L31 -> L19 -> L32 -> L2 -> L24 -> L28 -> L3 -> L4 -> L30 -> L1 -> L25 -> L29 -> L22 -> L18 -> L17 -> L14 -> L16 -> L11 -> L13 -> L12 -> L9 -> L6 -> L8 -> L10 -> L20 -> L21 -> L27 -> L5 -> L15 -> L26 -> L7
