run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.87,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
2,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.77,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
3,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.89,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
4,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.75,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
5,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.74,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
6,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.66,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
7,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.71,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
8,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.74,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
9,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.62,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
10,7.300648,2.5722,97.0800,13.4432,0.0000,2.4616,89.0184,89.0,8,0,1.64,D -> 2 -> 3 -> 7 -> L1 -> L2 -> L3 -> L4 -> L5 -> L6 -> L7 -> L8 -> CS1 -> CS2 -> CS3 -> 5 -> 4 -> 2 -> D
