run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,4.81,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
2,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,5.90,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
3,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.42,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
4,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.69,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
5,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.46,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
6,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.81,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
7,3.566739,2.2733,87.9400,12.0533,0.0000,1.8326,89.7793,89.8,10,0,4.19,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
8,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.18,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
9,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.64,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
10,3.566344,2.2733,87.9400,12.0455,0.0000,1.8326,89.7871,89.8,10,0,3.60,D -> 2 -> 4 -> L8 -> 4 -> L7 -> L6 -> L4 -> 7 -> L9 -> CS4 -> L10 -> L2 -> 5 -> L3 -> L1 -> L5 -> L3 -> 5 -> 1 -> D
