run_id,objective,total_time_h,total_distance_km,energy_consumed_kWh,energy_charged_static_kWh,energy_charged_dynamic_kWh,final_battery_kWh,final_battery_pct,packages_delivered,num_charging_stops,runtime_s,route
1,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.16,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
2,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.13,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
3,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.15,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
4,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.15,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
5,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.14,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
6,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.14,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
7,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.11,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
8,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.12,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
9,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.11,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
10,-4.787690,0.8900,36.3200,4.6020,0.0000,0.0000,95.3980,95.4,3,0,0.12,D -> 2 -> L3 -> L2 -> L1 -> L2 -> L3 -> 2 -> D
