iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,456.677877,3870.195598,1025.230071,456.677877,L11 -> L21 -> L24 -> L37 -> L16 -> L15 -> L17 -> L5 -> L30 -> L7 -> L38 -> L18 -> L36 -> L20 -> L22 -> L23 -> L27 -> L26 -> L8 -> L4 -> L32 -> L1 -> L29 -> L33 -> L10 -> L12 -> L40 -> L19 -> L39 -> L28 -> L3 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L35 -> L25 -> L34
2,357.041499,1337.102093,835.909870,357.041499,L11 -> L24 -> L37 -> L16 -> L15 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18 -> L21 -> L26 -> L4 -> L8 -> L27 -> L20 -> L22 -> L32 -> L23 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25 -> L3 -> L34 -> L1
3,489.051580,1576.350951,832.560844,357.041499,L11 -> L21 -> L37 -> L24 -> L16 -> L17 -> L30 -> L38 -> L7 -> L3 -> L34 -> L6 -> L9 -> L13 -> L31 -> L14 -> L29 -> L33 -> L10 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25 -> L12 -> L2 -> L1 -> L32 -> L23 -> L20 -> L22 -> L27 -> L4 -> L26 -> L8 -> L15 -> L5 -> L36 -> L18
4,378.239632,2343.935306,890.561795,357.041499,L23 -> L1 -> L9 -> L13 -> L6 -> L14 -> L31 -> L2 -> L33 -> L29 -> L10 -> L12 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L30 -> L38 -> L7 -> L5 -> L17 -> L15 -> L16 -> L24 -> L37 -> L21 -> L20 -> L22 -> L32 -> L27 -> L4 -> L8 -> L26 -> L11 -> L18 -> L36
5,464.740616,1514.073170,863.295806,357.041499,L11 -> L18 -> L32 -> L23 -> L1 -> L34 -> L3 -> L25 -> L35 -> L40 -> L19 -> L30 -> L38 -> L15 -> L16 -> L17 -> L24 -> L37 -> L21 -> L22 -> L20 -> L26 -> L8 -> L4 -> L27 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L12 -> L39 -> L28 -> L5 -> L7 -> L36
6,326.260192,3163.768885,904.104863,326.260192,L22 -> L20 -> L26 -> L4 -> L8 -> L27 -> L23 -> L32 -> L1 -> L9 -> L13 -> L6 -> L14 -> L2 -> L31 -> L29 -> L33 -> L12 -> L10 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L28 -> L39 -> L30 -> L38 -> L7 -> L5 -> L17 -> L15 -> L16 -> L37 -> L24 -> L21 -> L11 -> L18 -> L36
7,383.508711,3170.550433,921.161518,326.260192,L18 -> L21 -> L11 -> L24 -> L37 -> L15 -> L16 -> L5 -> L30 -> L38 -> L7 -> L17 -> L39 -> L19 -> L28 -> L25 -> L3 -> L34 -> L32 -> L20 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L1 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L36
8,418.898357,1162.355338,787.236619,326.260192,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18 -> L26 -> L8 -> L4 -> L27 -> L20 -> L22 -> L32 -> L23 -> L6 -> L13 -> L9 -> L31 -> L14 -> L29 -> L33 -> L10 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L12 -> L25 -> L2 -> L1
9,376.042995,2021.020257,802.407688,326.260192,L18 -> L15 -> L16 -> L17 -> L24 -> L37 -> L21 -> L11 -> L26 -> L4 -> L8 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L5 -> L30 -> L7 -> L38 -> L36
10,395.021892,1019.870866,738.122509,326.260192,L21 -> L11 -> L24 -> L37 -> L15 -> L17 -> L16 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18 -> L8 -> L4 -> L27 -> L23 -> L32 -> L1 -> L34 -> L3 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25 -> L12 -> L10 -> L2 -> L31 -> L14 -> L33 -> L29 -> L13 -> L6 -> L9 -> L20 -> L22 -> L26
11,444.598535,1143.918687,796.803499,326.260192,L11 -> L26 -> L8 -> L4 -> L27 -> L1 -> L34 -> L25 -> L35 -> L40 -> L19 -> L3 -> L23 -> L20 -> L22 -> L32 -> L6 -> L9 -> L13 -> L31 -> L14 -> L2 -> L29 -> L33 -> L12 -> L10 -> L28 -> L39 -> L30 -> L38 -> L7 -> L5 -> L16 -> L17 -> L21 -> L24 -> L37 -> L15 -> L36 -> L18
