iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,1.981908,15.420261,7.831904,1.981908,L2 -> L1 -> L3 -> L4 -> L5
2,1.981908,15.019763,6.305604,1.981908,L2 -> L1 -> L3 -> L4 -> L5
3,1.981908,15.019763,8.785352,1.981908,L2 -> L1 -> L3 -> L4 -> L5
4,1.981908,15.994339,7.422266,1.981908,L2 -> L1 -> L3 -> L4 -> L5
5,2.285880,16.446342,8.127192,1.981908,L1 -> L2 -> L3 -> L4 -> L5
6,2.285880,18.247110,8.123505,1.981908,L1 -> L2 -> L3 -> L4 -> L5
7,1.981908,17.368894,7.962564,1.981908,L2 -> L1 -> L3 -> L4 -> L5
8,1.981908,18.917750,8.258991,1.981908,L2 -> L1 -> L3 -> L4 -> L5
9,1.981908,15.994339,7.392785,1.981908,L2 -> L1 -> L3 -> L4 -> L5
10,2.285880,15.420261,7.298714,1.981908,L1 -> L2 -> L3 -> L4 -> L5
11,1.981908,9.730196,6.707365,1.981908,L2 -> L1 -> L3 -> L4 -> L5
12,1.981908,17.358462,7.980982,1.981908,L2 -> L1 -> L3 -> L4 -> L5
13,4.373813,15.420261,8.486693,1.981908,L5 -> L2 -> L1 -> L3 -> L4
14,1.981908,10.333958,6.306176,1.981908,L2 -> L1 -> L3 -> L4 -> L5
15,1.981908,17.312420,6.893460,1.981908,L2 -> L1 -> L3 -> L4 -> L5
16,2.285880,15.420261,8.210534,1.981908,L1 -> L2 -> L3 -> L4 -> L5
17,2.285880,17.312420,7.681524,1.981908,L1 -> L2 -> L3 -> L4 -> L5
18,1.981908,17.301721,7.003224,1.981908,L2 -> L1 -> L3 -> L4 -> L5
19,1.981908,12.804262,7.271007,1.981908,L2 -> L1 -> L3 -> L4 -> L5
20,1.981908,10.333958,7.131935,1.981908,L2 -> L1 -> L3 -> L4 -> L5
21,1.981908,16.016678,6.926923,1.981908,L2 -> L1 -> L3 -> L4 -> L5
22,2.285880,15.420261,7.537689,1.981908,L1 -> L2 -> L3 -> L4 -> L5
23,4.373813,12.804262,8.359741,1.981908,L5 -> L2 -> L1 -> L3 -> L4
24,2.285880,16.340765,8.724837,1.981908,L1 -> L2 -> L3 -> L4 -> L5
25,4.373813,10.177712,7.561271,1.981908,L5 -> L2 -> L1 -> L3 -> L4
26,1.981908,15.019763,6.826494,1.981908,L2 -> L1 -> L3 -> L4 -> L5
27,1.981908,18.042103,9.810295,1.981908,L2 -> L1 -> L3 -> L4 -> L5
28,1.981908,18.917750,7.603129,1.981908,L2 -> L1 -> L3 -> L4 -> L5
29,2.285880,9.902278,7.657847,1.981908,L1 -> L2 -> L3 -> L4 -> L5
30,1.981908,16.446342,7.740519,1.981908,L2 -> L1 -> L3 -> L4 -> L5
31,1.981908,16.340765,7.720734,1.981908,L2 -> L1 -> L3 -> L4 -> L5
32,1.981908,15.659603,8.313657,1.981908,L2 -> L1 -> L3 -> L4 -> L5
33,2.285880,15.420261,6.961655,1.981908,L1 -> L2 -> L3 -> L4 -> L5
34,1.981908,12.325811,7.184993,1.981908,L2 -> L1 -> L3 -> L4 -> L5
35,1.981908,18.825451,8.380948,1.981908,L2 -> L1 -> L3 -> L4 -> L5
36,1.981908,15.420261,7.922369,1.981908,L2 -> L1 -> L3 -> L4 -> L5
37,1.981908,15.420261,7.000720,1.981908,L2 -> L1 -> L3 -> L4 -> L5
38,2.285880,15.420261,7.663607,1.981908,L1 -> L2 -> L3 -> L4 -> L5
39,2.285880,15.019763,8.006634,1.981908,L1 -> L2 -> L3 -> L4 -> L5
40,2.285880,12.814905,7.422872,1.981908,L1 -> L2 -> L3 -> L4 -> L5
41,1.981908,17.301721,7.326867,1.981908,L2 -> L1 -> L3 -> L4 -> L5
42,2.285880,15.420261,7.827351,1.981908,L1 -> L2 -> L3 -> L4 -> L5
43,1.981908,15.420261,7.782561,1.981908,L2 -> L1 -> L3 -> L4 -> L5
44,1.981908,16.764944,7.436896,1.981908,L2 -> L1 -> L3 -> L4 -> L5
45,1.981908,17.301721,7.418364,1.981908,L2 -> L1 -> L3 -> L4 -> L5
46,1.981908,17.358462,8.623443,1.981908,L2 -> L1 -> L3 -> L4 -> L5
47,2.285880,18.609168,8.692125,1.981908,L1 -> L2 -> L3 -> L4 -> L5
48,2.285880,17.368894,7.404725,1.981908,L1 -> L2 -> L3 -> L4 -> L5
49,1.981908,20.130873,7.392379,1.981908,L2 -> L1 -> L3 -> L4 -> L5
50,4.373813,15.019763,8.120712,1.981908,L5 -> L2 -> L1 -> L3 -> L4
51,2.285880,17.368894,7.576451,1.981908,L1 -> L2 -> L3 -> L4 -> L5
