iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,-4.787690,-4.041277,-4.315217,-4.787690,L3 -> L1 -> L2
2,-4.787690,-4.041277,-4.332187,-4.787690,L3 -> L1 -> L2
3,-4.787690,-4.041277,-4.391502,-4.787690,L3 -> L1 -> L2
4,-4.787690,-4.041277,-4.480341,-4.787690,L3 -> L1 -> L2
5,-4.787690,-4.041277,-4.395731,-4.787690,L3 -> L1 -> L2
6,-4.787690,-4.041277,-4.431001,-4.787690,L3 -> L1 -> L2
7,-4.787690,-4.314669,-4.403114,-4.787690,L3 -> L1 -> L2
8,-4.787690,-4.041277,-4.388910,-4.787690,L3 -> L1 -> L2
9,-4.787690,-4.041277,-4.406815,-4.787690,L3 -> L1 -> L2
10,-4.787690,-4.041277,-4.389845,-4.787690,L3 -> L1 -> L2
11,-4.787690,-4.041277,-4.340912,-4.787690,L3 -> L1 -> L2
12,-4.787690,-4.041277,-4.277903,-4.787690,L3 -> L1 -> L2
13,-4.787690,-4.041277,-4.386150,-4.787690,L3 -> L1 -> L2
14,-4.787690,-4.041277,-4.346792,-4.787690,L3 -> L1 -> L2
15,-4.787690,-4.041277,-4.427159,-4.787690,L3 -> L1 -> L2
16,-4.787690,-4.041277,-4.366194,-4.787690,L3 -> L1 -> L2
17,-4.787690,-4.041277,-4.336817,-4.787690,L3 -> L1 -> L2
18,-4.787690,-4.041277,-4.458747,-4.787690,L3 -> L1 -> L2
19,-4.787690,-4.041277,-4.348436,-4.787690,L3 -> L1 -> L2
20,-4.787690,-4.041277,-4.401477,-4.787690,L3 -> L1 -> L2
21,-4.787690,-4.041277,-4.413490,-4.787690,L3 -> L1 -> L2
22,-4.787690,-4.041277,-4.407918,-4.787690,L3 -> L1 -> L2
23,-4.787690,-4.041277,-4.448753,-4.787690,L3 -> L1 -> L2
24,-4.787690,-4.041277,-4.401477,-4.787690,L3 -> L1 -> L2
25,-4.787690,-4.041277,-4.368252,-4.787690,L3 -> L1 -> L2
26,-4.787690,-4.041277,-4.387814,-4.787690,L3 -> L1 -> L2
27,-4.787690,-4.041277,-4.386164,-4.787690,L3 -> L1 -> L2
28,-4.787690,-4.041277,-4.484036,-4.787690,L3 -> L1 -> L2
29,-4.787690,-4.041277,-4.486080,-4.787690,L3 -> L1 -> L2
30,-4.787690,-4.041277,-4.368385,-4.787690,L3 -> L1 -> L2
31,-4.787690,-4.041277,-4.380024,-4.787690,L3 -> L1 -> L2
32,-4.746671,-4.041277,-4.322205,-4.787690,L2 -> L3 -> L1
33,-4.787690,-4.041277,-4.320963,-4.787690,L3 -> L1 -> L2
34,-4.787690,-4.041277,-4.334773,-4.787690,L3 -> L1 -> L2
35,-4.787690,-4.041277,-4.375234,-4.787690,L3 -> L1 -> L2
36,-4.787690,-4.041277,-4.369501,-4.787690,L3 -> L1 -> L2
37,-4.787690,-4.041277,-4.400929,-4.787690,L3 -> L1 -> L2
38,-4.787690,-4.041277,-4.369501,-4.787690,L3 -> L1 -> L2
39,-4.787690,-4.041277,-4.481450,-4.787690,L3 -> L1 -> L2
40,-4.787690,-4.041277,-4.361571,-4.787690,L3 -> L1 -> L2
41,-4.787690,-4.041277,-4.362513,-4.787690,L3 -> L1 -> L2
42,-4.787690,-4.041277,-4.456149,-4.787690,L3 -> L1 -> L2
43,-4.787690,-4.041277,-4.377285,-4.787690,L3 -> L1 -> L2
44,-4.787690,-4.041277,-4.360462,-4.787690,L3 -> L1 -> L2
45,-4.787690,-4.041277,-4.428422,-4.787690,L3 -> L1 -> L2
46,-4.787690,-4.041277,-4.334225,-4.787690,L3 -> L1 -> L2
47,-4.787690,-4.041277,-4.411452,-4.787690,L3 -> L1 -> L2
48,-4.787690,-4.041277,-4.330537,-4.787690,L3 -> L1 -> L2
49,-4.787690,-4.041277,-4.330924,-4.787690,L3 -> L1 -> L2
50,-4.787690,-4.041277,-4.421427,-4.787690,L3 -> L1 -> L2
51,-4.787690,-4.041277,-4.326836,-4.787690,L3 -> L1 -> L2
