iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,281.312369,1622.675660,929.933164,281.312369,L26 -> L4 -> L8 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L25 -> L3 -> L34 -> L35 -> L40 -> L19 -> L39 -> L28 -> L30 -> L38 -> L7 -> L5 -> L17 -> L16 -> L15 -> L37 -> L24 -> L21 -> L11 -> L18 -> L36
2,316.105909,1175.701082,874.137333,281.312369,L26 -> L8 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L28 -> L3 -> L34 -> L25 -> L19 -> L39 -> L17 -> L16 -> L5 -> L30 -> L7 -> L38 -> L15 -> L37 -> L24 -> L21 -> L11 -> L18 -> L36
3,421.788792,1026.513281,809.279758,281.312369,L24 -> L37 -> L21 -> L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L1 -> L32 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L12 -> L33 -> L29 -> L6 -> L13 -> L9 -> L14 -> L31 -> L2 -> L10 -> L34 -> L3 -> L17 -> L15 -> L16 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18
4,481.878224,1897.638968,989.390013,281.312369,L1 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L33 -> L29 -> L12 -> L10 -> L30 -> L5 -> L17 -> L16 -> L15 -> L38 -> L7 -> L18 -> L36 -> L21 -> L24 -> L37 -> L11 -> L20 -> L22 -> L32 -> L23 -> L27 -> L4 -> L8 -> L26
5,346.038791,1344.223894,856.282811,281.312369,L11 -> L21 -> L24 -> L37 -> L17 -> L16 -> L5 -> L30 -> L38 -> L7 -> L15 -> L36 -> L18 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L40 -> L19 -> L39 -> L28 -> L12 -> L35 -> L25 -> L3 -> L34 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26
6,469.261423,1114.415144,799.527589,281.312369,L18 -> L11 -> L20 -> L23 -> L27 -> L32 -> L1 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L12 -> L33 -> L29 -> L10 -> L2 -> L31 -> L14 -> L6 -> L9 -> L13 -> L22 -> L24 -> L21 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L26 -> L8 -> L4
7,507.397076,3448.747680,909.357951,281.312369,L11 -> L21 -> L24 -> L37 -> L16 -> L17 -> L15 -> L36 -> L18 -> L8 -> L26 -> L4 -> L27 -> L23 -> L32 -> L20 -> L1 -> L34 -> L25 -> L6 -> L9 -> L13 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L12 -> L40 -> L19 -> L30 -> L38 -> L7 -> L5 -> L28 -> L39 -> L35 -> L3 -> L22
8,365.013105,2908.840386,911.801813,281.312369,L36 -> L18 -> L21 -> L11 -> L24 -> L37 -> L15 -> L16 -> L5 -> L30 -> L38 -> L7 -> L17 -> L39 -> L28 -> L3 -> L25 -> L35 -> L40 -> L19 -> L12 -> L10 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L34 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26
9,488.695914,4772.695924,991.384517,281.312369,L18 -> L36 -> L21 -> L24 -> L37 -> L11 -> L26 -> L4 -> L8 -> L27 -> L23 -> L20 -> L32 -> L1 -> L34 -> L3 -> L6 -> L10 -> L35 -> L40 -> L19 -> L39 -> L16 -> L17 -> L15 -> L38 -> L7 -> L30 -> L5 -> L28 -> L25 -> L12 -> L33 -> L29 -> L14 -> L2 -> L31 -> L9 -> L13 -> L22
10,459.294532,2119.941136,846.971389,281.312369,L11 -> L21 -> L8 -> L26 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L9 -> L13 -> L6 -> L14 -> L2 -> L31 -> L33 -> L29 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L17 -> L16 -> L15 -> L24 -> L37 -> L5 -> L30 -> L7 -> L38 -> L36 -> L18 -> L34 -> L25 -> L3
11,386.780085,1950.007015,806.056714,281.312369,L11 -> L21 -> L24 -> L37 -> L15 -> L17 -> L16 -> L5 -> L7 -> L30 -> L38 -> L36 -> L18 -> L20 -> L23 -> L27 -> L22 -> L32 -> L13 -> L9 -> L6 -> L29 -> L33 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L25 -> L10 -> L12 -> L2 -> L14 -> L31 -> L1 -> L4 -> L8 -> L26
12,409.046408,1027.211569,768.592816,281.312369,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L6 -> L13 -> L9 -> L31 -> L2 -> L14 -> L29 -> L33 -> L12 -> L10 -> L25 -> L3 -> L34 -> L35 -> L40 -> L19 -> L39 -> L28 -> L5 -> L17 -> L30 -> L38 -> L7 -> L36 -> L18 -> L20 -> L22 -> L1 -> L32 -> L23 -> L4 -> L27 -> L8 -> L26
13,334.155290,1509.128536,761.148337,281.312369,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L18 -> L8 -> L26 -> L4 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L34 -> L3 -> L25 -> L40 -> L19 -> L39 -> L28 -> L35 -> L12 -> L10 -> L33 -> L29 -> L31 -> L2 -> L14 -> L6 -> L9 -> L13
14,349.127292,1328.911708,808.345968,281.312369,L24 -> L21 -> L37 -> L16 -> L15 -> L17 -> L5 -> L30 -> L38 -> L7 -> L39 -> L28 -> L3 -> L34 -> L25 -> L35 -> L40 -> L19 -> L12 -> L10 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L9 -> L13 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L26 -> L8 -> L11 -> L18 -> L36
15,318.330124,2001.408064,769.827831,281.312369,L24 -> L37 -> L21 -> L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L34 -> L3 -> L25 -> L35 -> L12 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L10 -> L40 -> L19 -> L39 -> L28 -> L17 -> L16 -> L15 -> L38 -> L7 -> L5 -> L30 -> L36 -> L18
16,420.139894,1001.800046,754.720353,281.312369,L11 -> L21 -> L24 -> L37 -> L16 -> L15 -> L38 -> L7 -> L30 -> L5 -> L17 -> L39 -> L28 -> L3 -> L34 -> L32 -> L27 -> L23 -> L20 -> L22 -> L1 -> L25 -> L35 -> L40 -> L19 -> L12 -> L10 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L8 -> L4 -> L26 -> L36 -> L18
17,313.665003,1090.203095,778.736172,281.312369,L36 -> L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L39 -> L28 -> L34 -> L3 -> L25 -> L35 -> L40 -> L19 -> L10 -> L12 -> L33 -> L29 -> L31 -> L14 -> L2 -> L6 -> L13 -> L9 -> L1 -> L32 -> L20 -> L22 -> L23 -> L27 -> L4 -> L8 -> L26 -> L18
18,315.756133,1124.631250,753.387226,281.312369,L36 -> L18 -> L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L39 -> L19 -> L40 -> L28 -> L6 -> L9 -> L13 -> L29 -> L33 -> L31 -> L14 -> L2 -> L10 -> L12 -> L35 -> L25 -> L3 -> L34 -> L1 -> L32 -> L23 -> L20 -> L22 -> L27 -> L4 -> L8 -> L26
19,467.624695,1987.404409,838.777455,281.312369,L11 -> L21 -> L24 -> L37 -> L15 -> L16 -> L17 -> L5 -> L30 -> L38 -> L7 -> L36 -> L26 -> L4 -> L8 -> L27 -> L23 -> L22 -> L20 -> L1 -> L32 -> L14 -> L2 -> L29 -> L33 -> L12 -> L10 -> L35 -> L40 -> L19 -> L39 -> L28 -> L34 -> L6 -> L13 -> L9 -> L31 -> L25 -> L3 -> L18
20,292.666334,1004.199632,738.508475,281.312369,L18 -> L36 -> L11 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L10 -> L12 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L25 -> L5 -> L7 -> L30 -> L38 -> L15 -> L16 -> L17 -> L24 -> L37 -> L21
21,365.734891,990.672919,718.103633,281.312369,L11 -> L21 -> L37 -> L24 -> L17 -> L16 -> L5 -> L15 -> L36 -> L26 -> L8 -> L4 -> L27 -> L23 -> L22 -> L20 -> L32 -> L1 -> L6 -> L13 -> L9 -> L31 -> L14 -> L2 -> L29 -> L33 -> L12 -> L10 -> L35 -> L40 -> L19 -> L39 -> L28 -> L3 -> L34 -> L25 -> L7 -> L30 -> L38 -> L18
22,426.595599,1047.987491,798.306364,281.312369,L36 -> L18 -> L11 -> L23 -> L32 -> L1 -> L6 -> L9 -> L13 -> L31 -> L2 -> L14 -> L29 -> L33 -> L10 -> L12 -> L25 -> L3 -> L35 -> L40 -> L19 -> L30 -> L38 -> L7 -> L5 -> L17 -> L16 -> L15 -> L24 -> L21 -> L37 -> L39 -> L28 -> L34 -> L20 -> L22 -> L27 -> L4 -> L8 -> L26
23,354.310466,1171.450208,778.742344,281.312369,L18 -> L11 -> L26 -> L4 -> L8 -> L27 -> L23 -> L20 -> L22 -> L32 -> L1 -> L13 -> L9 -> L6 -> L29 -> L33 -> L31 -> L14 -> L2 -> L12 -> L10 -> L35 -> L40 -> L19 -> L39 -> L28 -> L25 -> L3 -> L34 -> L30 -> L38 -> L7 -> L5 -> L17 -> L16 -> L21 -> L24 -> L37 -> L15 -> L36
24,454.236400,869.409390,680.767185,281.312369,L11 -> L24 -> L37 -> L15 -> L36 -> L18 -> L26 -> L8 -> L4 -> L27 -> L20 -> L22 -> L32 -> L23 -> L1 -> L34 -> L25 -> L35 -> L40 -> L19 -> L39 -> L28 -> L6 -> L9 -> L13 -> L29 -> L33 -> L31 -> L14 -> L2 -> L12 -> L10 -> L3 -> L30 -> L38 -> L7 -> L5 -> L17 -> L16 -> L21
