iteration,best_cost,worst_cost,average_cost,global_best_cost,best_tour
1,1.981908,13.757060,8.263489,1.981908,L2 -> L1 -> L3 -> L4 -> L5
2,1.981908,16.016678,8.137493,1.981908,L2 -> L1 -> L3 -> L4 -> L5
3,2.285880,17.358462,7.688961,1.981908,L1 -> L2 -> L3 -> L4 -> L5
4,2.285880,16.016678,8.414814,1.981908,L1 -> L2 -> L3 -> L4 -> L5
5,1.981908,18.042103,7.539923,1.981908,L2 -> L1 -> L3 -> L4 -> L5
6,1.981908,10.177712,6.131631,1.981908,L2 -> L1 -> L3 -> L4 -> L5
7,1.981908,15.019763,6.959122,1.981908,L2 -> L1 -> L3 -> L4 -> L5
8,1.981908,15.019763,7.222312,1.981908,L2 -> L1 -> L3 -> L4 -> L5
9,2.285880,15.420261,8.397587,1.981908,L1 -> L2 -> L3 -> L4 -> L5
10,4.373813,17.312420,8.361289,1.981908,L5 -> L2 -> L1 -> L3 -> L4
11,1.981908,17.358462,7.526630,1.981908,L2 -> L1 -> L3 -> L4 -> L5
12,2.285880,15.420261,7.122757,1.981908,L1 -> L2 -> L3 -> L4 -> L5
13,1.981908,16.334342,7.525834,1.981908,L2 -> L1 -> L3 -> L4 -> L5
14,2.285880,17.312420,8.674172,1.981908,L1 -> L2 -> L3 -> L4 -> L5
15,1.981908,12.804262,5.944003,1.981908,L2 -> L1 -> L3 -> L4 -> L5
16,2.285880,10.333958,6.819914,1.981908,L1 -> L2 -> L3 -> L4 -> L5
17,1.981908,15.420261,7.240245,1.981908,L2 -> L1 -> L3 -> L4 -> L5
18,1.981908,17.449508,7.762264,1.981908,L2 -> L1 -> L3 -> L4 -> L5
19,1.981908,15.420261,7.750268,1.981908,L2 -> L1 -> L3 -> L4 -> L5
20,1.981908,14.289384,6.924876,1.981908,L2 -> L1 -> L3 -> L4 -> L5
21,1.981908,17.368894,6.702541,1.981908,L2 -> L1 -> L3 -> L4 -> L5
22,2.285880,18.237850,9.437307,1.981908,L1 -> L2 -> L3 -> L4 -> L5
23,1.981908,17.368894,7.503308,1.981908,L2 -> L1 -> L3 -> L4 -> L5
24,1.981908,17.157731,7.687598,1.981908,L2 -> L1 -> L3 -> L4 -> L5
25,1.981908,15.420261,8.161656,1.981908,L2 -> L1 -> L3 -> L4 -> L5
26,1.981908,19.033355,7.407581,1.981908,L2 -> L1 -> L3 -> L4 -> L5
27,1.981908,9.902278,6.551697,1.981908,L2 -> L1 -> L3 -> L4 -> L5
28,4.373813,18.304531,8.339340,1.981908,L5 -> L2 -> L1 -> L3 -> L4
29,1.981908,10.177712,7.163145,1.981908,L2 -> L1 -> L3 -> L4 -> L5
30,1.981908,16.016678,7.863891,1.981908,L2 -> L1 -> L3 -> L4 -> L5
31,4.373813,17.358462,6.325620,1.981908,L5 -> L2 -> L1 -> L3 -> L4
32,4.373813,24.121298,8.053902,1.981908,L5 -> L2 -> L1 -> L3 -> L4
33,1.981908,15.420261,7.737239,1.981908,L2 -> L1 -> L3 -> L4 -> L5
34,1.981908,17.358462,7.735860,1.981908,L2 -> L1 -> L3 -> L4 -> L5
35,1.981908,15.019763,7.805470,1.981908,L2 -> L1 -> L3 -> L4 -> L5
36,4.373813,17.301721,8.005869,1.981908,L5 -> L2 -> L1 -> L3 -> L4
37,4.373813,17.157731,8.825301,1.981908,L5 -> L2 -> L1 -> L3 -> L4
38,4.373813,15.420261,8.040427,1.981908,L5 -> L2 -> L1 -> L3 -> L4
39,4.373813,15.420261,8.619749,1.981908,L5 -> L2 -> L1 -> L3 -> L4
40,1.981908,16.016678,8.448288,1.981908,L2 -> L1 -> L3 -> L4 -> L5
41,4.373813,17.358462,8.538167,1.981908,L5 -> L2 -> L1 -> L3 -> L4
42,1.981908,16.016678,7.082577,1.981908,L2 -> L1 -> L3 -> L4 -> L5
43,1.981908,17.301721,7.224099,1.981908,L2 -> L1 -> L3 -> L4 -> L5
44,1.981908,15.019763,7.243728,1.981908,L2 -> L1 -> L3 -> L4 -> L5
45,4.373813,15.420261,8.222164,1.981908,L5 -> L2 -> L1 -> L3 -> L4
46,1.981908,15.420261,7.161670,1.981908,L2 -> L1 -> L3 -> L4 -> L5
47,1.981908,15.420261,8.771217,1.981908,L2 -> L1 -> L3 -> L4 -> L5
48,4.373813,10.333958,7.449017,1.981908,L5 -> L2 -> L1 -> L3 -> L4
49,4.373813,15.019763,7.876288,1.981908,L5 -> L2 -> L1 -> L3 -> L4
50,4.373813,15.019763,7.478961,1.981908,L5 -> L2 -> L1 -> L3 -> L4
51,1.981908,17.276857,7.783130,1.981908,L2 -> L1 -> L3 -> L4 -> L5
